explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_menos_4meses;capacidad_4_y_12meses;capacidad_machos;capacidad_hembras;capacidad
ES501210000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Gotor;ZARAGOZA;ILLUECA;30;611398;4598888;;;;;;;400;400
ES501210000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Gotor;ZARAGOZA;ILLUECA;30;611398;4598888;;;;;;;5;5
ES501217200001;Pasto;Ovino;;Gotor;ZARAGOZA;ILLUECA;30;613162;4602158;;;Convencional;;;;1500;1500
ES501217200001;Pasto;Caprino;;Gotor;ZARAGOZA;ILLUECA;30;613162;4602158;;;Convencional;;;;10;10
ES501217200002;Pasto;Ovino;;Gotor;ZARAGOZA;ILLUECA;30;610115;4597673;;;Convencional;;;;1500;1500
ES501217200002;Pasto;Caprino;;Gotor;ZARAGOZA;ILLUECA;30;610115;4597673;;;Convencional;;;;10;10
ES501217200003;Pasto;Caprino;;Gotor;ZARAGOZA;ILLUECA;30;613138;4602249;;;;;;;10;10
ES501217200003;Pasto;Ovino;;Gotor;ZARAGOZA;ILLUECA;30;613138;4602249;;;;;;;500;500
ES501227000000;Pasto;Caprino;;Grisel;ZARAGOZA;TARAZONA;30;606163;4636032;;;Convencional;;;;10;10
ES501227000000;Pasto;Ovino;;Grisel;ZARAGOZA;TARAZONA;30;606163;4636032;;;Convencional;;;;2000;2000
ES501227200001;Pasto;Ovino;Reproducción para producción de carne;Grisel;ZARAGOZA;TARAZONA;30;606163;4636030;;;;;;;550;550
ES501227200001;Pasto;Caprino;Reproducción para producción de carne;Grisel;ZARAGOZA;TARAZONA;30;606163;4636030;;;;;;;10;10
ES501240000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661058;4563471;;;Convencional;;;;350;350
ES501240000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661058;4563471;;;Convencional;;;;10;10
ES501240000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661326;4562272;;;Convencional;;;;600;600
ES501240000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661326;4562272;;;Convencional;;;;10;10
ES501240000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;667366;4567065;;;Convencional;;;;700;700
ES501240000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;667366;4567065;;;Convencional;;;;10;10
ES501240000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;664264;4564776;;;Convencional;;;;1200;1200
ES501240000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;664264;4564776;;;Convencional;;;;10;10
ES501240000615;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;660926;4563608;;;Convencional;;;;10;10
ES501240000615;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;660926;4563608;;;Convencional;;;;650;650
ES501240000616;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661988;4562966;;;Convencional;;;;10;10
ES501240000616;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661988;4562966;;;Convencional;;;;300;300
ES501240000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;658483;4566556;;;Convencional;;;;458;458
ES501240000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;658483;4566556;;;Convencional;;;;10;10
ES501240000618;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;664987;4563788;;;Convencional;;;;10;10
ES501240000618;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;664987;4563788;;;Convencional;;;;403;403
ES501240000622;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;668617;4565464;;;Convencional;;;;10;10
ES501240000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;668617;4565464;;;Convencional;;;;591;591
ES501240000631;Producción y reproducción;Caprino;Cebo o Cebadero;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661185;4563610;;;Convencional;10;;;;10
ES501240000631;Producción y reproducción;Ovino;Cebo o Cebadero;Herrera de los Navarros;ZARAGOZA;DAROCA;30;661185;4563610;;;Convencional;3200;;;;3200
ES501240000633;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;668887;4564068;;;Convencional;;;;226;226
ES501240000633;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;668887;4564068;;;Convencional;;;;10;10
ES501240000634;Producción y reproducción;Ovino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;666376;4564864;;;Convencional;;;;1050;1050
ES501240000634;Producción y reproducción;Caprino;Reproducción para producción de carne;Herrera de los Navarros;ZARAGOZA;DAROCA;30;666376;4564864;;;Convencional;;;;10;10
ES501250000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Ibdes;ZARAGOZA;ARIZA;30;597676;4563912;;;Convencional;;;;300;300
ES501250000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Ibdes;ZARAGOZA;ARIZA;30;597725;4563642;;;Convencional;;;;10;10
ES501260000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Illueca;ZARAGOZA;ILLUECA;30;615143;4598421;;;Convencional;;;;10;10
ES501260000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Illueca;ZARAGOZA;ILLUECA;30;614930;4598389;;;Convencional;;;;10;10
ES501260000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Illueca;ZARAGOZA;ILLUECA;30;614930;4598389;;;Convencional;;;;684;684
ES501260000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Illueca;ZARAGOZA;ILLUECA;30;615922;4600808;;;;;;;600;600
ES501260000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Illueca;ZARAGOZA;ILLUECA;30;615922;4600808;;;;;;;10;10
ES501280000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Isuerre;ZARAGOZA;SOS DEL REY CATÓLICO;30;659867;4705662;;;Convencional;;;;10;10
ES501280000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Isuerre;ZARAGOZA;SOS DEL REY CATÓLICO;30;659867;4705662;;;Convencional;;;;200;200
ES501290000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Jaraba;ZARAGOZA;ARIZA;30;593085;4560596;;;Convencional;;;;10;10
ES501290000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Jaraba;ZARAGOZA;ARIZA;30;593085;4560596;;;Convencional;;;;606;606
ES501297200001;Pasto;Ovino;Reproducción para producción de carne;Jaraba;ZARAGOZA;ARIZA;30;592518;4556048;;;;;;;200;200
ES501300000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;608773;4604648;;;Convencional;;;;10;10
ES501300000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;608773;4604648;;;Convencional;;;;1076;1076
ES501300000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;610274;4601498;;;Convencional;;;;393;393
ES501300000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;610274;4601498;;;Convencional;;;;10;10
ES501300000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;607692;4601924;;;Convencional;;;;364;364
ES501300000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;607692;4601924;;;Convencional;;;;10;10
ES501300000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;608670;4601749;;;;;;;1200;1200
ES501300000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Jarque;ZARAGOZA;ILLUECA;30;608670;4601749;;;;;;;10;10
ES501307200002;Pasto;Ovino;;Jarque;ZARAGOZA;ILLUECA;30;611880;4605463;;;;;;;350;350
ES501310000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;667889;4590879;;;Convencional;;;;10;10
ES501310000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;667889;4590879;;;Convencional;;;;1019;1019
ES501310000604;Producción y reproducción;Ovino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;669534;4587908;;;Convencional;;;;1500;1500
ES501310000604;Producción y reproducción;Caprino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;669534;4587908;;;Convencional;;;;10;10
ES501310000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;671504;4585372;;;;;;;1000;1000
ES501310000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;671504;4585372;;;;;;;10;10
ES501317000000;Pasto;Caprino;;Jaulín;ZARAGOZA;ZARAGOZA;30;667445;4588338;;;Convencional;;;;10;10
ES501317000000;Pasto;Ovino;;Jaulín;ZARAGOZA;ZARAGOZA;30;667445;4588338;;;Convencional;;;;1000;1000
ES501317200001;Pasto;Ovino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;665608;4587570;;;;;;;900;900
ES501317200001;Pasto;Caprino;Reproducción para producción de carne;Jaulín;ZARAGOZA;ZARAGOZA;30;665608;4587570;;;;;;;10;10
ES501320000417;Producción y reproducción;Ovino;Reproducción para producción de carne;Joyosa (La);ZARAGOZA;ALAGÓN;30;658964;4624002;;;;;;;1200;1200
ES501320000417;Producción y reproducción;Caprino;Reproducción para producción de carne;Joyosa (La);ZARAGOZA;ALAGÓN;30;658964;4624002;;;;;;;10;10
ES501320000600;Producción y reproducción;Caprino;Cebo o Cebadero;Joyosa (La);ZARAGOZA;ALAGÓN;30;661167;4622299;;;Convencional;;;;10;10
ES501320000600;Producción y reproducción;Ovino;Cebo o Cebadero;Joyosa (La);ZARAGOZA;ALAGÓN;30;661167;4622299;;;Convencional;6000;;;;6000
ES501320000601;Centro de tipificación ovino o bovino;Ovino;;Joyosa (La);ZARAGOZA;ALAGÓN;30;658706;4623878;;;;3572;;;;3572
ES501320000601;Centro de tipificación ovino o bovino;Caprino;;Joyosa (La);ZARAGOZA;ALAGÓN;30;658706;4623878;;;;3572;;;;3572
ES501340000608;Producción y reproducción;Caprino;Reproducción para producción de leche;Langa del Castillo;ZARAGOZA;DAROCA;30;634814;4563254;;;Convencional;;;;550;550
ES501340000608;Producción y reproducción;Ovino;Reproducción para producción mixta;Langa del Castillo;ZARAGOZA;DAROCA;30;634814;4563254;;;Convencional;;;;20;20
ES501347200001;Pasto;Ovino;;Langa del Castillo;ZARAGOZA;DAROCA;;;;;;;;;;1900;1900
ES501347200001;Pasto;Caprino;;Langa del Castillo;ZARAGOZA;DAROCA;30;635880;4565339;;;;;;;10;10
ES501350000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Layana;ZARAGOZA;SOS DEL REY CATÓLICO;30;645274;4685452;;;Convencional;;;;10;10
ES501350000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Layana;ZARAGOZA;SOS DEL REY CATÓLICO;30;645274;4685452;;;Convencional;;;;827;827
ES501350000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Layana;ZARAGOZA;SOS DEL REY CATÓLICO;30;643820;4683834;;;Convencional;;;;686;686
ES501350000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Layana;ZARAGOZA;SOS DEL REY CATÓLICO;30;643820;4683834;;;Convencional;;;;10;10
ES501360000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691475;4563931;;;Convencional;;;;10;10
ES501360000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691475;4563931;;;Convencional;;;;400;400
ES501360000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691475;4563931;;;Convencional;;;;10;10
ES501360000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691475;4563931;;;Convencional;;;;400;400
ES501360000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;697791;4561945;;;Convencional;;;;10;10
ES501360000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;697791;4561945;;;Convencional;;;;500;500
ES501360000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;695026;4557652;;;Convencional;;;;715;715
ES501360000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;695026;4557652;;;Convencional;;;;10;10
ES501360000619;Producción y reproducción;Caprino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691294;4563757;;;Convencional;;;;10;10
ES501360000619;Producción y reproducción;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;691294;4563757;;;Convencional;;;;517;517
ES501360218964;Matadero;Ovino;;Lécera;ZARAGOZA;BELCHITE;30;692484;4564006;;;Convencional;;;;;0
ES501360218964;Matadero;Caprino;;Lécera;ZARAGOZA;BELCHITE;30;692484;4564006;;;Convencional;;;;10;10
ES501367000000;Pasto;Ovino;;Lécera;ZARAGOZA;BELCHITE;30;694056;4561313;;;Convencional;;;;2000;2000
ES501367000000;Pasto;Caprino;;Lécera;ZARAGOZA;BELCHITE;30;694056;4561313;;;Convencional;;;;10;10
ES501367200001;Pasto;Ovino;Reproducción para producción de carne;Lécera;ZARAGOZA;BELCHITE;30;693898;4567323;;;;;;;200;200
ES501370000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697934;4630156;;;Convencional;;;;10;10
ES501370000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697934;4630156;;;Convencional;;;;1100;1100
ES501370000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;698588;4630169;;;Convencional;;;;10;10
ES501370000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;698588;4630169;;;Convencional;;;;56;56
ES501370000609;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697992;4630054;;;Convencional;;;;1999;1999
ES501370000609;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697992;4630054;;;Convencional;;;;10;10
ES501370000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;699041;4628907;;;Convencional;;;;10;10
ES501370000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;699041;4628907;;;Convencional;;;;1145;1145
ES501370000617;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697898;4630769;;;Convencional;;;;10;10
ES501370000617;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;697898;4630769;;;Convencional;;;;600;600
ES501370000618;Producción y reproducción;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;701458;4634343;;;;;;;25;25
ES501370000618;Producción y reproducción;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;701458;4634343;;;;;;;1400;1400
ES501377200001;Pasto;Ovino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;692111;4643322;;;;;;;700;700
ES501377200001;Pasto;Caprino;Reproducción para producción de carne;Leciñena;ZARAGOZA;ZUERA;30;692111;4643322;;;;;;;10;10
ES501390000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Letux;ZARAGOZA;BELCHITE;30;684111;4569452;;;Convencional;;;;10;10
ES501390000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Letux;ZARAGOZA;BELCHITE;30;684111;4569452;;;Convencional;;;;785;785
ES501390000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Letux;ZARAGOZA;BELCHITE;30;684111;4569452;;;Convencional;;;;10;10
ES501390000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Letux;ZARAGOZA;BELCHITE;30;684111;4569452;;;Convencional;;;;1036;1036
ES501400000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Litago;ZARAGOZA;TARAZONA;30;603599;4629726;;;Convencional;;;;10;10
ES501400000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Litago;ZARAGOZA;TARAZONA;30;603599;4629726;;;Convencional;;;;837;837
ES501400000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Litago;ZARAGOZA;TARAZONA;30;603599;4629726;;;Convencional;;;;619;619
ES501400000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Litago;ZARAGOZA;TARAZONA;30;603599;4629726;;;Convencional;;;;10;10
ES501407200001;Pasto;Ovino;Reproducción para producción de carne;Litago;ZARAGOZA;TARAZONA;30;601867;4628394;;;;;;;1050;1050
ES501410000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Lituénigo;ZARAGOZA;TARAZONA;30;603199;4632898;;;Convencional;;;;913;913
ES501410000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Lituénigo;ZARAGOZA;TARAZONA;30;603199;4632898;;;Convencional;;;;10;10
ES501420000605;Producción y reproducción;Ovino;Reproducción para producción de carne;Lobera de Onsella;ZARAGOZA;SOS DEL REY CATÓLICO;30;662779;4704682;;;Convencional;;;;927;927
ES501420000605;Producción y reproducción;Caprino;Reproducción para producción de carne;Lobera de Onsella;ZARAGOZA;SOS DEL REY CATÓLICO;30;662779;4704682;;;Convencional;;;;10;10
ES501430000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Longares;ZARAGOZA;CARIÑENA;30;652501;4585235;;;Convencional;;;;10;10
ES501430000602;Producción y reproducción;Ovino;Reproducción para producción de carne;Longares;ZARAGOZA;CARIÑENA;30;652501;4585235;;;Convencional;;;;475;475
ES501437200001;Pasto;Ovino;;Longares;ZARAGOZA;CARIÑENA;30;656229;4586252;;;;;;;500;500
ES501437200001;Pasto;Caprino;;Longares;ZARAGOZA;CARIÑENA;30;656229;4586252;;;;;;;10;10
ES501440000602;Producción y reproducción;Caprino;Reproducción para producción de carne;Longás;ZARAGOZA;SOS DEL REY CATÓLICO;30;669484;4705429;;;Convencional;;;;10;10
ES501447200001;Pasto;Caprino;;Longás;ZARAGOZA;SOS DEL REY CATÓLICO;30;667924;4703659;;;;;;;10;10
ES501447200001;Pasto;Ovino;;Longás;ZARAGOZA;SOS DEL REY CATÓLICO;30;667924;4703659;;;;;;;1000;1000
ES501470000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Luceni;ZARAGOZA;ALAGÓN;30;646310;4632104;;;Convencional;;;;1590;1590
ES501470000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Luceni;ZARAGOZA;ALAGÓN;30;646310;4632104;;;Convencional;;;;10;10
ES501470000603;Producción y reproducción;Ovino;Reproducción para producción de carne;Luceni;ZARAGOZA;ALAGÓN;30;645084;4631944;;;Convencional;;;;201;201
ES501470000603;Producción y reproducción;Caprino;Reproducción para producción de carne;Luceni;ZARAGOZA;ALAGÓN;30;645084;4631944;;;Convencional;;;;10;10
ES501480000023;Producción y reproducción;Ovino;Reproducción para producción de carne;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;661776;4693228;;;Convencional;;;;434;434
ES501480000023;Producción y reproducción;Caprino;Reproducción para producción de carne;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;661776;4693228;;;Convencional;;;;10;10
ES501480000615;Producción y reproducción;Caprino;Reproducción para producción de leche;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;661990;4692730;;;;;;;350;350
ES501487200000;Pasto;Caprino;;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666518;4700005;;;Convencional;;;;10;10
ES501487200000;Pasto;Ovino;;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666518;4700005;;;Convencional;;;;950;950
ES501487200001;Pasto;Caprino;;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;660893;4695790;;;;;;;10;10
ES501487200001;Pasto;Ovino;;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;660893;4695790;;;;;;;570;570
ES501487200002;Pasto;Caprino;Reproducción para producción de carne;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;662073;4689720;;;;;;;10;10
ES501487200002;Pasto;Ovino;Reproducción para producción de carne;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;662073;4689720;;;;;;;110;110
ES501500000606;Producción y reproducción;Caprino;Reproducción para producción de carne;Lumpiaque;ZARAGOZA;ÉPILA;30;636650;4610921;;;Convencional;;;;10;10
ES501500000606;Producción y reproducción;Ovino;Reproducción para producción de carne;Lumpiaque;ZARAGOZA;ÉPILA;30;636650;4610921;;;Convencional;;;;570;570
ES501500000610;Producción y reproducción;Caprino;Reproducción para producción de carne;Lumpiaque;ZARAGOZA;ÉPILA;30;637372;4612494;;;Convencional;;;;10;10
ES501500000610;Producción y reproducción;Ovino;Reproducción para producción de carne;Lumpiaque;ZARAGOZA;ÉPILA;30;637372;4612494;;;Convencional;;;;739;739
ES501510000600;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;674583;4674931;;;Convencional;;;;770;770
ES501510000600;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;674583;4674931;;;Convencional;;;;10;10
ES501510000601;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;671290;4675363;;;Convencional;;;;80;80
ES501510000601;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;676855;4672663;;;Convencional;;;;750;750
ES501510000607;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;669596;4670475;;;Convencional;;;;10;10
ES501510000607;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;669596;4670475;;;Convencional;;;;800;800
ES501510000611;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;663809;4670554;;;Convencional;;;;447;447
ES501510000611;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;663809;4670554;;;Convencional;;;;10;10
ES501510000612;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;670995;4669889;;;Convencional;;;;671;671
ES501510000612;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;670995;4669889;;;Convencional;;;;10;10
ES501510000620;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;667662;4669745;;;Convencional;;;;10;10
ES501510000620;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;667662;4669745;;;Convencional;;;;707;707
ES501510000622;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666832;4669853;;;Convencional;;;;1300;1300
ES501510000622;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666832;4669853;;;Convencional;;;;10;10
ES501510000630;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;669945;4669310;;;Convencional;;;;415;415
ES501510000632;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;670456;4671020;;;Convencional;;;;10;10
ES501510000632;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;670456;4671020;;;Convencional;;;;568;568
ES501510000637;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;667395;4669641;;;Convencional;;;;1380;1380
ES501510000637;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;667395;4669641;;;Convencional;;;;10;10
ES501510000640;Producción y reproducción;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666347;4665878;;;;;;;300;300
ES501510000640;Producción y reproducción;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666347;4665878;;;;;;;10;10
ES501517000000;Pasto;Caprino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673589;4666399;;;Convencional;;;;10;10
ES501517000000;Pasto;Ovino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673589;4666399;;;Convencional;;;;20000;20000
ES501517200001;Pasto;Caprino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;676311;4657355;;;Convencional;;;;10;10
ES501517200001;Pasto;Ovino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;676311;4657355;;;Convencional;;;;950;950
ES501517200002;Pasto;Ovino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;681143;4662891;;;;;;;;0
ES501517200002;Pasto;Caprino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;681143;4662891;;;;;;;10;10
ES501517200003;Pasto;Ovino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;;;;;;;750;750
ES501517200003;Pasto;Caprino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;;;;;;;10;10
ES501517200004;Pasto;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673218;4662721;;;;;;;1000;1000
ES501517200005;Pasto;Caprino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;;;;;;;10;10
ES501517200005;Pasto;Ovino;Reproducción para producción de carne;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;673411;4677983;;;;;;;820;820
ES501517200006;Pasto;Ovino;;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;675074;4681746;;;;;;;1100;1100
