explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad_cebo;capacidad_lechones;capacidad_recria;capacidad_cerdas;capacidad_reposicion;capacidad_verracos;capacidad
ES220790000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Capdesaso;HUESCA;SARIÑENA;30;735039;4635319;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220790000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Capdesaso;HUESCA;SARIÑENA;30;732697;4635550;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220790000009;Producción y reproducción;Cerdos;Cebo o Cebadero;Capdesaso;HUESCA;SARIÑENA;30;733932;4637711;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220800000004;Producción y reproducción;Cerdos;Tipo mixto;Capella;HUESCA;GRAUS;30;780790;4677874;Intensivo;Grupo Primero;Convencional;288;;0;150;;;438
ES220800000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;781544;4677866;Intensivo;Grupo Segundo;Convencional;1050;;;;;;1050
ES220800000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;780580;4677576;Intensivo;Grupo Primero;Convencional;560;;;;;;560
ES220800000029;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;780441;4677442;Intensivo;Grupo Segundo;Convencional;1031;;;;;;1031
ES220800000032;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;786003;4678135;Intensivo;Grupo Primero;Convencional;;;;200;;;200
ES220800000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;780951;4677674;Intensivo;Grupo Primero;Convencional;350;;;;;;350
ES220800000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;779987;4677187;Intensivo;Grupo Primero;Convencional;683;;;;;;683
ES220800000040;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;780161;4677423;Intensivo;Grupo Primero;Convencional;;;;190;;;190
ES220800000043;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;780313;4677473;Intensivo;Grupo Primero;Convencional;470;;;;;;470
ES220800000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;781135;4678193;Intensivo;Grupo Segundo;Convencional;2250;;;;;;2250
ES220800000054;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;781129;4677782;Intensivo;Grupo Segundo;Convencional;1029;;;;;;1029
ES220800000060;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;779851;4676825;Intensivo;Grupo Primero;Convencional;240;;;;;;240
ES220800000062;Producción y reproducción;Cerdos;Tipo mixto;Capella;HUESCA;GRAUS;30;781680;4679450;Intensivo;Grupo Segundo;Convencional;1365;;;358;;;1723
ES220800000069;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;784180;4677940;Intensivo;Grupo Primero;Convencional;984;;;;;;984
ES220800000074;Producción y reproducción;Cerdos;Transición de lechones;Capella;HUESCA;GRAUS;30;787107;4671814;Intensivo;Grupo Primero;Convencional;;3500;;;;;3500
ES220800000079;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;781073;4677655;Intensivo;Grupo Segundo;Convencional;2600;;;;;;2600
ES220800000081;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;779340;4677729;Intensivo;Grupo Tercero;Convencional;;;;2400;;;2400
ES220800000082;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;782910;4677800;Intensivo;Grupo Tercero;Convencional;4296;;;;;;4296
ES220800000083;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;780180;4677663;Intensivo;Grupo Primero;Convencional;;;;144;;;144
ES220800000084;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;785685;4677450;Intensivo;Grupo Segundo;Convencional;1646;;;;;;1646
ES220800000085;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;780910;4678973;Intensivo;Grupo Tercero;Convencional;4160;;;;;;4160
ES220800000086;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;781663;4678662;Intensivo;Grupo Segundo;Convencional;1976;;;;;;1976
ES220800000087;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;781856;4676870;Intensivo;Grupo Tercero;;;;;2400;;;2400
ES220800000088;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;783994;4677186;Intensivo;Grupo Segundo;;1498;;;;;;1498
ES220800000089;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;779865;4678786;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220800000090;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;784686;4676899;Intensivo;Grupo Primero;Convencional;988;;;;;;988
ES220800000091;Producción y reproducción;Cerdos;Producción de lechones;Capella;HUESCA;GRAUS;30;787500;4677800;Intensivo;Grupo Tercero;Convencional;;;;3024;840;4;3868
ES220800000092;Producción y reproducción;Cerdos;Cebo o Cebadero;Capella;HUESCA;GRAUS;30;785541;4675832;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220810000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;736392;4670265;Intensivo;Grupo Segundo;Convencional;1990;;;;;;1990
ES220810000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;736871;4671635;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220810000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;736312;4672646;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220810000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;735255;4669635;Intensivo;Grupo Tercero;Convencional;5073;;;;;;5073
ES220810000040;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;734200;4673040;Intensivo;Grupo Tercero;Convencional;3120;;;;;;3120
ES220810000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;732125;4675260;Intensivo;Grupo Segundo;Convencional;1781;;;;;;1781
ES220810000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;737882;4670055;Intensivo;Grupo Primero;Convencional;880;;;;;;880
ES220810000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;732885;4671878;Intensivo;Grupo Segundo;;2746;;;;;;2746
ES220810000047;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;735536;4673442;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220810000048;Producción y reproducción;Cerdos;Cebo o Cebadero;Casbas de Huesca;HUESCA;HUESCA;30;734487;4668163;Intensivo;Grupo Segundo;;1994;;;;;;1994
ES220820000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón del Puente;HUESCA;BARBASTRO;30;761460;4651545;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220820000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón del Puente;HUESCA;BARBASTRO;30;757421;4648824;Intensivo;Grupo Segundo;Convencional;1350;;;;;;1350
ES220820000014;Producción y reproducción;Cerdos;Producción de lechones;Castejón del Puente;HUESCA;BARBASTRO;30;760932;4652841;Intensivo;Grupo Segundo;Convencional;;;;1284;;;1284
ES220820000015;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón del Puente;HUESCA;BARBASTRO;30;756073;4649286;Intensivo;Grupo Segundo;Convencional;4000;;;;;;4000
ES220820000016;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón del Puente;HUESCA;BARBASTRO;30;759365;4649851;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220820000017;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón del Puente;HUESCA;BARBASTRO;30;757890;4649868;Intensivo;Grupo Segundo;;1976;;;;;;1976
ES220830000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;730773;4610174;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES220830000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;731520;4611260;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220830000021;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;731010;4611172;Intensivo;Grupo Segundo;Convencional;1324;;;;;;1324
ES220830000030;Producción y reproducción;Cerdos;Tipo mixto;Castejón de Monegros;HUESCA;BUJARALOZ;30;733272;4610120;Intensivo;Grupo Segundo;Convencional;1100;;0;569;;;1669
ES220830000031;Producción y reproducción;Cerdos;Tipo mixto;Castejón de Monegros;HUESCA;BUJARALOZ;30;730637;4609113;Intensivo;Grupo Primero;Convencional;1000;;0;630;;;1630
ES220830000032;Producción y reproducción;Cerdos;Producción de lechones;Castejón de Monegros;HUESCA;BUJARALOZ;30;729150;4610050;Intensivo;Grupo Segundo;Convencional;;;;375;27;2;404
ES220830000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;734700;4611480;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;735492;4612390;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;733830;4612700;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000036;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;737160;4611860;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000037;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;737430;4610625;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000038;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;736160;4610100;Intensivo;Grupo Tercero;;5040;;;;;;5040
ES220830000039;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;738700;4616100;Intensivo;Grupo Tercero;Convencional;5040;;;;;;5040
ES220830000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;732361;4612417;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220830000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;732992;4611442;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220830000043;Producción y reproducción;Cerdos;Transición de lechones;Castejón de Monegros;HUESCA;BUJARALOZ;30;740061;4615490;Intensivo;Grupo Tercero;;;16002;;;;;16002
ES220830000044;Producción y reproducción;Cerdos;Cebo o Cebadero;Castejón de Monegros;HUESCA;BUJARALOZ;30;731000;4607510;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220850000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;748564;4632065;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220850000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;747239;4631948;Intensivo;Grupo Segundo;Convencional;1150;;;;;;1150
ES220850000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;748070;4631072;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES220850000009;Producción y reproducción;Cerdos;Recría de reproductores;Castelflorite;HUESCA;SARIÑENA;30;751018;4634604;Intensivo;Grupo Segundo;Convencional;;;1800;;;;1800
ES220850000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;752210;4632315;Intensivo;Grupo Primero;;1999;;;;;;1999
ES220850000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;750803;4630217;Intensivo;Grupo Segundo;;1976;;;;;;1976
ES220850000012;Producción y reproducción;Cerdos;Recría de reproductores;Castelflorite;HUESCA;SARIÑENA;30;745010;4632589;Intensivo;Grupo Segundo;Convencional;;;1518;;;;1518
ES220850000013;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;746500;4630900;Intensivo;Grupo Segundo;;2500;;;;;;2500
ES220850000014;Producción y reproducción;Cerdos;Cebo o Cebadero;Castelflorite;HUESCA;SARIÑENA;30;749952;4631886;Intensivo;Grupo Segundo;;1990;;;;;;1990
ES220870000007;Producción y reproducción;Cerdos;Tipo mixto;Castigaleu;HUESCA;GRAUS;30;795366;4678700;Intensivo;Grupo Primero;Convencional;60;;0;160;;;220
ES220870000012;Producción y reproducción;Cerdos;Cebo o Cebadero;Castigaleu;HUESCA;GRAUS;30;796070;4677350;Intensivo;Grupo Tercero;Convencional;5000;;;;;;5000
ES220880000002;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillazuelo;HUESCA;BARBASTRO;30;753920;4661927;Intensivo;Grupo Primero;Convencional;720;;;;;;720
ES220880000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillazuelo;HUESCA;BARBASTRO;30;754035;4660720;Intensivo;Grupo Primero;Convencional;999;;;;;;999
ES220890000006;Producción y reproducción;Cerdos;Producción de lechones;Castillonroy;HUESCA;TAMARITE DE LITERA;30;791910;4642905;Intensivo;Grupo Primero;Convencional;;;;340;;;340
ES220890000007;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;791500;4642700;Intensivo;Grupo Primero;Convencional;510;;;;;;510
ES220890000009;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792374;4642216;Intensivo;Grupo Primero;Convencional;920;;;;;;920
ES220890000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;791023;4643671;Intensivo;Grupo Primero;Convencional;800;;;;;;800
ES220890000013;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792050;4642400;Intensivo;Grupo Segundo;Convencional;1212;;;;;;1212
ES220890000015;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;791828;4642195;Intensivo;Grupo Primero;Convencional;960;;;;;;960
ES220890000018;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792141;4642244;Intensivo;Grupo Primero;Convencional;600;;;;;;600
ES220890000028;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792177;4642376;Intensivo;Grupo Segundo;Convencional;2400;;;;;;2400
ES220890000029;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;791805;4644025;Intensivo;Reducida;Convencional;6500;;;;;;6500
ES220890000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792825;4642790;Intensivo;Grupo Tercero;Convencional;3744;;;;;;3744
ES220890000031;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;792300;4641540;Intensivo;Grupo Tercero;Convencional;4442;;;;;;4442
ES220890000032;Producción y reproducción;Cerdos;Producción de lechones;Castillonroy;HUESCA;TAMARITE DE LITERA;30;789970;4642685;Intensivo;Grupo Tercero;Convencional;;5000;;2400;600;;8000
ES220890000033;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;789525;4644012;Intensivo;Grupo Tercero;Convencional;4937;;;;;;4937
ES220890000034;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;790700;4645530;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES220890000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Castillonroy;HUESCA;TAMARITE DE LITERA;30;793868;4643446;Intensivo;Grupo Segundo;;2000;;;;;;2000
ES220900000001;Producción y reproducción;Cerdos;Producción de lechones;Colungo;HUESCA;BARBASTRO;30;753063;4673192;Intensivo;Grupo Primero;Convencional;;;;200;;;200
ES220900000008;Producción y reproducción;Cerdos;Recría de reproductores;Colungo;HUESCA;BARBASTRO;30;751476;4671934;Intensivo;Grupo Segundo;;;;1000;;;;1000
ES220940000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;761400;4617360;Intensivo;Grupo Tercero;Convencional;6000;;;;;;6000
ES220940000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;763240;4616845;Intensivo;Grupo Primero;Convencional;750;;;;;;750
ES220940000005;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;763744;4616702;Intensivo;Grupo Segundo;Convencional;1148;;;;;;1148
ES220940000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;760730;4617329;Intensivo;Grupo Segundo;Convencional;1080;;;;;;1080
ES220940000008;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;762833;4618553;Intensivo;Grupo Segundo;Convencional;1328;;;;;;1328
ES220940000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;761940;4617670;Intensivo;Grupo Segundo;Convencional;1255;;;;;;1255
ES220940000011;Producción y reproducción;Cerdos;Cebo o Cebadero;Chalamera;HUESCA;FRAGA;30;761147;4618645;Intensivo;Grupo Segundo;;1999;;;;;;1999
ES220960000001;Producción y reproducción;Cerdos;Cebo o Cebadero;Chimillas;HUESCA;HUESCA;30;708650;4673900;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES220960000003;Producción y reproducción;Cerdos;Recría de reproductores;Chimillas;HUESCA;HUESCA;30;705151;4668435;Intensivo;Grupo Segundo;;;;1999;;;;1999
ES220960000004;Producción y reproducción;Cerdos;Recría de reproductores;Chimillas;HUESCA;HUESCA;30;705468;4666075;Intensivo;Grupo Segundo;;;;1999;;;;1999
ES220990000003;Producción y reproducción;Cerdos;Transición de lechones;Esplús;HUESCA;BINÉFAR;30;771376;4631244;Intensivo;Grupo Segundo;Convencional;;6671;;;;;6671
ES220990000006;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771909;4631093;Intensivo;Grupo Primero;Convencional;630;;;;;;630
ES220990000024;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771788;4631930;Intensivo;Grupo Segundo;Convencional;1440;;;;;;1440
ES220990000041;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772364;4632371;Intensivo;Grupo Primero;Convencional;490;;;;;;490
ES220990000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;770175;4632480;Intensivo;Grupo Tercero;Convencional;3428;;;;;;3428
ES220990000066;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772234;4632001;Intensivo;Grupo Segundo;Convencional;1700;;;;;;1700
ES220990000067;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771785;4631970;Intensivo;Grupo Primero;Convencional;960;;;;;;960
ES220990000091;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772847;4631522;Intensivo;Grupo Primero;Convencional;525;;;;;;525
ES220990000095;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771754;4632061;Intensivo;Grupo Primero;Convencional;500;;;;;;500
ES220990000099;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771719;4631980;Intensivo;Grupo Primero;Convencional;500;;;;;;500
ES220990000105;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;778508;4625647;Intensivo;Grupo Tercero;Convencional;3150;;;;;;3150
ES220990000106;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771827;4631230;Intensivo;Grupo Primero;Convencional;625;;;;;;625
ES220990000110;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771117;4633778;Intensivo;Grupo Primero;Convencional;634;;;;;;634
ES220990000117;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;773257;4632002;Intensivo;Grupo Primero;Convencional;445;;;;;;445
ES220990000165;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771655;4633815;Intensivo;Grupo Segundo;Convencional;1222;;;;;;1222
ES220990000166;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772496;4632992;Intensivo;Grupo Segundo;Convencional;1270;;;;;;1270
ES220990000171;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;770563;4633271;Intensivo;Grupo Primero;Convencional;500;;;;;;500
ES220990000173;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772282;4632320;Intensivo;Grupo Primero;Convencional;420;;;;;;420
ES220990000186;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771914;4632931;Intensivo;Grupo Primero;Convencional;680;;;;;;680
ES220990000197;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;772743;4631582;Intensivo;Grupo Primero;Convencional;480;;;;;;480
ES220990000198;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;773476;4631959;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES220990000205;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;773265;4632010;Intensivo;Grupo Segundo;Convencional;1300;;;;;;1300
ES220990000207;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;771204;4632678;Intensivo;Grupo Primero;Convencional;550;;;;;;550
ES220990000209;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;774650;4631800;Intensivo;Grupo Tercero;Convencional;3284;;;;;;3284
ES220990000210;Producción y reproducción;Cerdos;Cebo o Cebadero;Esplús;HUESCA;BINÉFAR;30;775430;4630810;Intensivo;Grupo Tercero;Convencional;7200;;;;;;7200
ES221020000003;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;766320;4661272;Intensivo;Grupo Primero;Convencional;408;;;;;;408
ES221020000009;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;767808;4663330;Intensivo;Grupo Primero;Convencional;485;;;;;;485
ES221020000020;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;767200;4662637;Intensivo;Grupo Segundo;Convencional;1075;;;;;;1075
ES221020000023;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;765910;4660820;Intensivo;Grupo Primero;Convencional;410;;;;;;410
ES221020000027;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;767137;4662640;Intensivo;Grupo Primero;Convencional;286;;;;;;286
ES221020000040;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;766270;4660726;Intensivo;Grupo Primero;Convencional;650;;;;;;650
ES221020000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;767695;4663680;Intensivo;Grupo Segundo;Convencional;1370;;;;;;1370
ES221020000043;Producción y reproducción;Cerdos;Cebo o Cebadero;Estada;HUESCA;BARBASTRO;30;768136;4662260;Intensivo;Grupo Segundo;Convencional;2080;;;;;;2080
ES221030000004;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;767345;4659840;Intensivo;Grupo Primero;Convencional;800;;;;;;800
ES221030000006;Producción y reproducción;Cerdos;Producción de lechones;Estadilla;HUESCA;BARBASTRO;30;766520;4658954;Intensivo;Grupo Primero;Convencional;;;;750;;;750
ES221030000010;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;765542;4657527;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES221030000014;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;766790;4660840;Intensivo;Grupo Segundo;Convencional;2930;;;;;;2930
ES221030000028;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;768688;4660511;Intensivo;Grupo Segundo;Convencional;1900;;;;;;1900
ES221030000030;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;768794;4659335;Intensivo;Grupo Segundo;Convencional;2000;;;;;;2000
ES221030000035;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;765266;4656530;Intensivo;Grupo Segundo;Convencional;1350;;;;;;1350
ES221030000042;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;765065;4659440;Intensivo;Grupo Segundo;Convencional;1100;;;;;;1100
ES221030000046;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;765549;4659285;Intensivo;Grupo Primero;Convencional;580;;;;;;580
ES221030000074;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;766960;4656240;Intensivo;Grupo Segundo;Convencional;2322;;;;;;2322
ES221030000087;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;769190;4657547;Intensivo;Grupo Segundo;Convencional;1999;;;;;;1999
ES221030000088;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;768965;4658506;Intensivo;Grupo Tercero;Convencional;3040;;;;;;3040
ES221030000089;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;765494;4658491;Intensivo;Grupo Segundo;Convencional;1740;;;;;;1740
ES221030000090;Producción y reproducción;Cerdos;Cebo o Cebadero;Estadilla;HUESCA;BARBASTRO;30;766690;4660000;Intensivo;Grupo Segundo;Convencional;2600;;;;;;2600
