explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad
ES502200011001;Producción y reproducción;Abejas;Mixta;Puendeluna;ZARAGOZA;AYERBE;30;684674;4669193;Trashumante;No Profesional;;25
ES502220011002;Producción y reproducción;Abejas;Producción productos apícolas ;Quinto;ZARAGOZA;QUINTO;30;703095;4591101;Trashumante;No Profesional;;70
ES502230011003;Producción y reproducción;Abejas;Mixta;Remolinos;ZARAGOZA;ALAGÓN;30;651913;4634406;Trashumante;Profesional;Convencional;150
ES502230011004;Producción y reproducción;Abejas;Producción productos apícolas ;Remolinos;ZARAGOZA;ALAGÓN;;;;Trashumante;No Profesional;Convencional;50
ES502230011006;Producción y reproducción;Abejas;Producción productos apícolas ;Remolinos;ZARAGOZA;ALAGÓN;30;651764;4634358;Trashumante;No Profesional;;100
ES502250011004;Producción y reproducción;Abejas;Producción productos apícolas ;Ricla;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;;;;Trashumante;Profesional;Convencional;748
ES502250011006;Producción y reproducción;Abejas;Producción productos apícolas ;Ricla;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;;;;Trashumante;Profesional;Convencional;600
ES502250011008;Producción y reproducción;Abejas;Mixta;Ricla;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;632959;4595383;Trashumante;Profesional;Convencional;400
ES502250011011;Producción y reproducción;Abejas;Producción productos apícolas ;Ricla;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;;;;Estante;No Profesional;Convencional;45
ES502250011014;Producción y reproducción;Abejas;Producción productos apícolas ;Ricla;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;631344;4604774;Trashumante;No Profesional;;30
ES502280011001;Producción y reproducción;Abejas;Mixta;Rueda de Jalón;ZARAGOZA;ÉPILA;;;;Trashumante;Profesional;Convencional;190
ES502290011001;Producción y reproducción;Abejas;Mixta;Ruesca;ZARAGOZA;CALATAYUD;30;629350;4570507;Trashumante;No Profesional;Convencional;3
ES502300011001;Producción y reproducción;Abejas;Mixta;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;637509;4682487;Trashumante;No Profesional;Convencional;120
ES502300011005;Producción y reproducción;Abejas;Producción productos apícolas ;Sádaba;ZARAGOZA;SOS DEL REY CATÓLICO;30;634100;4674974;Trashumante;No Profesional;Convencional;80
ES502330011002;Producción y reproducción;Abejas;Producción productos apícolas ;Samper del Salz;ZARAGOZA;BELCHITE;;;;Trashumante;No Profesional;Convencional;50
ES502350011005;Producción y reproducción;Abejas;Producción productos apícolas ;San Mateo de Gállego;ZARAGOZA;ZUERA;30;686046;4628997;Trashumante;No Profesional;Convencional;20
ES502360011003;Producción y reproducción;Abejas;Mixta;Santa Cruz de Grío;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;631342;4578762;Trashumante;No Profesional;Convencional;7
ES502360011005;Producción y reproducción;Abejas;Producción productos apícolas ;Santa Cruz de Grío;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;633450;4580353;Trashumante;No Profesional;;20
ES502360011008;Producción y reproducción;Abejas;Producción productos apícolas ;Santa Cruz de Grío;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;631457;4579811;Trashumante;No Profesional;;15
ES502360011009;Producción y reproducción;Abejas;Mixta;Santa Cruz de Grío;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;632430;4582553;Trashumante;No Profesional;;70
ES502380011005;Producción y reproducción;Abejas;Mixta;Santa Eulalia de Gállego;ZARAGOZA;AYERBE;30;680791;4678436;Trashumante;No Profesional;;25
ES502390011002;Producción y reproducción;Abejas;Producción productos apícolas ;Santed;ZARAGOZA;DAROCA;30;625108;4541905;Trashumante;No Profesional;;70
ES502400011003;Producción y reproducción;Abejas;Producción productos apícolas ;Sástago;ZARAGOZA;QUINTO;30;718405;4573509;Trashumante;No Profesional;Convencional;43
ES502400011007;Producción y reproducción;Abejas;Producción productos apícolas ;Sástago;ZARAGOZA;QUINTO;;;;Trashumante;No Profesional;Convencional;15
ES502400011010;Producción y reproducción;Abejas;Polinización;Sástago;ZARAGOZA;QUINTO;30;720863;4576092;Trashumante;Profesional;Convencional;350
ES502400011011;Producción y reproducción;Abejas;Producción productos apícolas ;Sástago;ZARAGOZA;QUINTO;30;722932;4578652;Trashumante;No Profesional;;149
ES502400011012;Producción y reproducción;Abejas;Producción productos apícolas ;Sástago;ZARAGOZA;QUINTO;30;735890;4583487;Trashumante;No Profesional;;20
ES502400011013;Producción y reproducción;Abejas;Producción productos apícolas ;Sástago;ZARAGOZA;QUINTO;30;731824;4583121;Estante;No Profesional;;20
ES502410011005;Producción y reproducción;Abejas;Mixta;Sabiñán;ZARAGOZA;CALATAYUD;30;618462;4589069;Trashumante;No Profesional;;30
ES502430011005;Producción y reproducción;Abejas;Producción productos apícolas ;Sestrica;ZARAGOZA;ILLUECA;30;613475;4595695;Estante;No Profesional;Convencional;24
ES502490011001;Producción y reproducción;Abejas;Producción productos apícolas ;Tabuenca;ZARAGOZA;BORJA;;;;Trashumante;No Profesional;Convencional;300
ES502490011005;Producción y reproducción;Abejas;Producción productos apícolas ;Tabuenca;ZARAGOZA;BORJA;30;623458;4616436;Trashumante;Profesional;Convencional;730
ES502490011006;Producción y reproducción;Abejas;Producción productos apícolas ;Tabuenca;ZARAGOZA;BORJA;30;622578;4612830;Trashumante;Profesional;;200
ES502490011008;Producción y reproducción;Abejas;Mixta;Tabuenca;ZARAGOZA;BORJA;30;619988;4618687;Trashumante;No Profesional;;37
ES502500011005;Producción y reproducción;Abejas;Mixta;Talamantes;ZARAGOZA;BORJA;30;611414;4617372;Trashumante;Profesional;;50
ES502510011005;Producción y reproducción;Abejas;Producción productos apícolas ;Tarazona;ZARAGOZA;TARAZONA;;;;Trashumante;No Profesional;Convencional;25
ES502510011010;Producción y reproducción;Abejas;Producción productos apícolas ;Tarazona;ZARAGOZA;TARAZONA;;;;Trashumante;No Profesional;Convencional;10
ES502510011017;Producción y reproducción;Abejas;Producción productos apícolas ;Tarazona;ZARAGOZA;TARAZONA;30;602294;4643825;Trashumante;No Profesional;Convencional;20
ES502510011019;Producción y reproducción;Abejas;Producción productos apícolas ;Tarazona;ZARAGOZA;TARAZONA;30;596893;4638264;Trashumante;No Profesional;Convencional;24
ES502520011014;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;;;;Trashumante;No Profesional;Convencional;650
ES502520011015;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;30;661016;4642830;Estante;No Profesional;;8
ES502520011016;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;30;643182;4655023;Trashumante;No Profesional;Convencional;14
ES502520011017;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;;;;Trashumante;No Profesional;;100
ES502520011018;Producción y reproducción;Abejas;Mixta;Tauste;ZARAGOZA;TAUSTE;30;646400;4638676;Trashumante;Profesional;;150
ES502520011020;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;30;645787;4640618;Trashumante;No Profesional;Convencional;12
ES502520011022;Producción y reproducción;Abejas;Producción productos apícolas ;Tauste;ZARAGOZA;TAUSTE;30;661376;4641556;Trashumante;No Profesional;;50
ES502520011023;Producción y reproducción;Abejas;Mixta;Tauste;ZARAGOZA;TAUSTE;30;644426;4648128;Trashumante;No Profesional;;50
ES502520011025;Producción y reproducción;Abejas;Mixta;Tauste;ZARAGOZA;TAUSTE;30;636561;4644832;Trashumante;No Profesional;;100
ES502520011026;Producción y reproducción;Abejas;Mixta;Tauste;ZARAGOZA;TAUSTE;30;654766;4645951;Trashumante;No Profesional;;107
ES502530011003;Producción y reproducción;Abejas;Producción productos apícolas ;Terrer;ZARAGOZA;CALATAYUD;30;604164;4578814;Trashumante;No Profesional;;40
ES502530011004;Producción y reproducción;Abejas;Mixta;Terrer;ZARAGOZA;CALATAYUD;30;606529;4571604;Trashumante;No Profesional;;150
ES502550011005;Producción y reproducción;Abejas;Mixta;Tobed;ZARAGOZA;CALATAYUD;;;;Trashumante;Profesional;Convencional;220
ES502570011001;Producción y reproducción;Abejas;Producción productos apícolas ;Torralba de Ribota;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;235
ES502580011001;Producción y reproducción;Abejas;Producción productos apícolas ;Torralbilla;ZARAGOZA;DAROCA;;;;Trashumante;Profesional;Convencional;188
ES502580011003;Producción y reproducción;Abejas;Producción productos apícolas ;Torralbilla;ZARAGOZA;DAROCA;;;;Trashumante;No Profesional;Convencional;100
ES502580011004;Producción y reproducción;Abejas;Mixta;Torralbilla;ZARAGOZA;DAROCA;30;641208;4565227;Trashumante;No Profesional;;40
ES502600011001;Producción y reproducción;Abejas;Producción productos apícolas ;Torrelapaja;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;26
ES502630011007;Producción y reproducción;Abejas;Producción productos apícolas ;Torrijo de la Cañada;ZARAGOZA;CALATAYUD;30;595649;4590409;Trashumante;No Profesional;Convencional;30
ES502640011002;Producción y reproducción;Abejas;Producción productos apícolas ;Tosos;ZARAGOZA;CARIÑENA;;;;Trashumante;No Profesional;;20
ES502640011003;Producción y reproducción;Abejas;Producción productos apícolas ;Tosos;ZARAGOZA;CARIÑENA;30;658550;4573253;Estante;Profesional;;20
ES502650011001;Producción y reproducción;Abejas;Producción productos apícolas ;Trasmoz;ZARAGOZA;TARAZONA;;;;Trashumante;No Profesional;Convencional;45
ES502650011002;Producción y reproducción;Abejas;Mixta;Trasmoz;ZARAGOZA;TARAZONA;30;606731;4629680;Trashumante;Profesional;;15
ES502660011001;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;30;610730;4613126;Trashumante;No Profesional;;22
ES502660011002;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;;;;Trashumante;Profesional;Convencional;160
ES502660011003;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;30;612466;4613687;Trashumante;No Profesional;Convencional;80
ES502660011005;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;;;;Trashumante;No Profesional;Convencional;120
ES502660011010;Producción y reproducción;Abejas;Mixta;Trasobares;ZARAGOZA;ILLUECA;;;;Trashumante;No Profesional;Convencional;30
ES502660011014;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;30;608921;4607040;Trashumante;No Profesional;Convencional;50
ES502660011015;Producción y reproducción;Abejas;Producción productos apícolas ;Trasobares;ZARAGOZA;ILLUECA;30;611178;4616174;Estante;No Profesional;Convencional;20
ES502670011004;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;30
ES502670011014;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;20
ES502670011025;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;10
ES502670011028;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;35
ES502670011032;Producción y reproducción;Abejas;Mixta;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;40
ES502670011033;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;30;644815;4692991;Trashumante;No Profesional;;36
ES502670011035;Producción y reproducción;Abejas;Mixta;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;30;653894;4693082;Trashumante;No Profesional;;20
ES502670011039;Producción y reproducción;Abejas;Producción productos apícolas ;Uncastillo;ZARAGOZA;SOS DEL REY CATÓLICO;30;695447;4697632;Trashumante;No Profesional;;20
ES502680011001;Producción y reproducción;Abejas;Producción productos apícolas ;Undués de Lerda;ZARAGOZA;SOS DEL REY CATÓLICO;;;;Trashumante;No Profesional;Convencional;5
ES502680011003;Producción y reproducción;Abejas;Mixta;Undués de Lerda;ZARAGOZA;SOS DEL REY CATÓLICO;30;649316;4712721;Estante;No Profesional;;40
ES502690011002;Producción y reproducción;Abejas;Producción productos apícolas ;Urrea de Jalón;ZARAGOZA;ÉPILA;;;;Trashumante;No Profesional;Convencional;300
ES502710011003;Producción y reproducción;Abejas;Producción productos apícolas ;Used;ZARAGOZA;DAROCA;;;;Trashumante;No Profesional;Convencional;12
ES502720011001;Producción y reproducción;Abejas;Producción productos apícolas ;Utebo;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;;26
ES502750011002;Producción y reproducción;Abejas;Polinización;Valmadrid;ZARAGOZA;BELCHITE;;;;Trashumante;No Profesional;Convencional;12
ES502760011004;Producción y reproducción;Abejas;Mixta;Valpalmas;ZARAGOZA;EJEA DE LOS CABALLEROS;30;676118;4671838;Trashumante;Profesional;;200
ES502760011005;Producción y reproducción;Abejas;Producción productos apícolas ;Valpalmas;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Estante;No Profesional;Convencional;20
ES502760011006;Producción y reproducción;Abejas;Producción productos apícolas ;Valpalmas;ZARAGOZA;EJEA DE LOS CABALLEROS;30;687687;4670787;Estante;No Profesional;Convencional;10
ES502780011001;Producción y reproducción;Abejas;Producción productos apícolas ;Velilla de Ebro;ZARAGOZA;QUINTO;30;712480;4578914;Trashumante;No Profesional;Convencional;35
ES502820011001;Producción y reproducción;Abejas;Producción productos apícolas ;Vilueña (La);ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;30
ES502820011002;Producción y reproducción;Abejas;Producción productos apícolas ;Vilueña (La);ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;20
ES502840011002;Producción y reproducción;Abejas;Mixta;Villafeliche;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;50
ES502840011004;Producción y reproducción;Abejas;Producción productos apícolas ;Villafeliche;ZARAGOZA;CALATAYUD;30;626748;4560896;Trashumante;No Profesional;;50
ES502880011001;Producción y reproducción;Abejas;Producción productos apícolas ;Villanueva de Gállego;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;Convencional;170
ES502900011009;Producción y reproducción;Abejas;Producción productos apícolas ;Villanueva de Huerva;ZARAGOZA;CARIÑENA;30;663499;4582712;Trashumante;Profesional;;70
ES502910011001;Producción y reproducción;Abejas;Mixta;Villar de los Navarros;ZARAGOZA;DAROCA;;;;Trashumante;No Profesional;Convencional;120
ES502920011006;Producción y reproducción;Abejas;Mixta;Villarreal de Huerva;ZARAGOZA;DAROCA;30;646060;4561554;Trashumante;No Profesional;;20
ES502930011001;Producción y reproducción;Abejas;Producción productos apícolas ;Villarroya de la Sierra;ZARAGOZA;CALATAYUD;;;;Trashumante;Profesional;Convencional;351
ES502960011001;Producción y reproducción;Abejas;Producción productos apícolas ;Zaida (La);ZARAGOZA;QUINTO;30;713642;4579784;Trashumante;No Profesional;;12
ES502970011005;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;135
ES502970011010;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;Profesional;Convencional;90
ES502970011012;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;40
ES502970011013;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;60
ES502970011019;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;60
ES502970011044;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;80
ES502970011047;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;40
ES502970011051;Producción y reproducción;Abejas;Mixta;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;Profesional;Convencional;250
ES502970011057;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;30;690807;4598031;Trashumante;No Profesional;Convencional;200
ES502970011059;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;Profesional;Convencional;150
ES502970011061;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;30;683193;4606148;Trashumante;No Profesional;Convencional;120
ES502970011062;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;50
ES502970011064;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;30;688796;4603035;Estante;No Profesional;;15
ES502970011067;Producción y reproducción;Abejas;Producción productos apícolas ;Zaragoza;ZARAGOZA;ZARAGOZA;30;679616;4597912;Estante;No Profesional;Convencional;25
ES502970011072;Producción y reproducción;Abejas;Mixta;Zaragoza;ZARAGOZA;ZARAGOZA;30;675376;4605573;Trashumante;No Profesional;;40
ES502970011075;Producción y reproducción;Abejas;Mixta;Zaragoza;ZARAGOZA;ZARAGOZA;30;692677;4600004;Trashumante;No Profesional;;20
ES502980011001;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;677384;4647891;Trashumante;No Profesional;Convencional;6
ES502980011004;Producción y reproducción;Abejas;Mixta;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;Profesional;Convencional;300
ES502980011005;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;674213;4639467;Trashumante;No Profesional;Convencional;100
ES502980011014;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;Convencional;123
ES502980011022;Producción y reproducción;Abejas;Mixta;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;Profesional;Convencional;200
ES502980011023;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;Convencional;15
ES502980011025;Producción y reproducción;Abejas;Mixta;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;Profesional;Convencional;250
ES502980011026;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;Convencional;18
ES502980011027;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;Profesional;Convencional;400
ES502980011028;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;Profesional;Ecológico;150
ES502980011031;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;675315;4645463;Trashumante;No Profesional;;8
ES502980011032;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;;100
ES502980011033;Producción y reproducción;Abejas;Mixta;Zuera;ZARAGOZA;ZUERA;30;686452;4642522;Trashumante;No Profesional;;20
ES502980011036;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;683186;4630687;Trashumante;No Profesional;;18
ES502980011037;Producción y reproducción;Abejas;Mixta;Zuera;ZARAGOZA;ZUERA;30;686994;4639548;Trashumante;Profesional;;100
ES502980011040;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;682724;4634585;Trashumante;No Profesional;;25
ES502980011046;Producción y reproducción;Abejas;Producción productos apícolas ;Zuera;ZARAGOZA;ZUERA;30;670261;4643159;Trashumante;No Profesional;;10
ES509010011005;Producción y reproducción;Abejas;Producción productos apícolas ;Biel;ZARAGOZA;EJEA DE LOS CABALLEROS;30;675076;4694914;Estante;No Profesional;Convencional;15
ES509010011006;Producción y reproducción;Abejas;Mixta;Biel;ZARAGOZA;EJEA DE LOS CABALLEROS;30;668280;4691728;Trashumante;No Profesional;;40
ES509020011001;Producción y reproducción;Abejas;Producción productos apícolas ;Marracos;ZARAGOZA;EJEA DE LOS CABALLEROS;30;684318;4661805;Trashumante;No Profesional;Convencional;50
ES509020011002;Producción y reproducción;Abejas;Mixta;Marracos;ZARAGOZA;EJEA DE LOS CABALLEROS;30;684067;4662776;Trashumante;No Profesional;Convencional;20
ES509030011004;Producción y reproducción;Abejas;Mixta;Villamayor de Gállego;ZARAGOZA;ZARAGOZA;30;690342;4615332;Trashumante;No Profesional;;20
