explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad
ES441940000906;Producción y reproducción;Abejas;Mixta;Ráfales;TERUEL;VALDERROBRES;30;749940;4522379;Trashumante;No Profesional;Convencional;70
ES441940000907;Producción y reproducción;Abejas;Producción productos apícolas ;Ráfales;TERUEL;VALDERROBRES;30;758059;4526901;Estante;No Profesional;Convencional;40
ES441960000800;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;657885;4441942;Estante;Profesional;Convencional;200
ES441960000801;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;658469;4442872;Trashumante;No Profesional;Convencional;70
ES441960000803;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;657234;4443016;Trashumante;No Profesional;Convencional;50
ES441960011001;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;654229;4441752;Trashumante;Profesional;Convencional;150
ES441960011002;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;656204;4442223;Trashumante;No Profesional;Convencional;20
ES441960011003;Producción y reproducción;Abejas;Producción productos apícolas ;Riodeva;TERUEL;TERUEL;30;659263;4442260;Trashumante;No Profesional;Convencional;50
ES441990000800;Producción y reproducción;Abejas;Producción productos apícolas ;Rubiales;TERUEL;TERUEL;30;644561;4457845;Estante;No Profesional;;25
ES442010000805;Producción y reproducción;Abejas;Producción productos apícolas ;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;700088;4446428;Estante;No Profesional;Convencional;20
ES442010000806;Producción y reproducción;Abejas;Producción productos apícolas ;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;699946;4446034;Estante;No Profesional;Convencional;40
ES442010011001;Producción y reproducción;Abejas;Producción productos apícolas ;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;697895;4450701;Trashumante;No Profesional;Convencional;50
ES442060000801;Producción y reproducción;Abejas;Producción productos apícolas ;San Agustín;TERUEL;MORA DE RUBIELOS;30;702860;4439284;Trashumante;Profesional;Convencional;400
ES442060011002;Producción y reproducción;Abejas;Producción productos apícolas ;San Agustín;TERUEL;MORA DE RUBIELOS;30;695169;4436626;Trashumante;No Profesional;Convencional;20
ES442080000002;Producción y reproducción;Abejas;Producción productos apícolas ;Santa Cruz de Nogueras;TERUEL;CALAMOCHA;30;659694;4554314;Estante;No Profesional;;25
ES442090011001;Producción y reproducción;Abejas;Producción productos apícolas ;Santa Eulalia;TERUEL;CELLA;30;638668;4489440;Trashumante;No Profesional;Convencional;40
ES442100011001;Producción y reproducción;Abejas;Mixta;Sarrión;TERUEL;MORA DE RUBIELOS;30;683647;4445116;Trashumante;No Profesional;Convencional;100
ES442110000002;Producción y reproducción;Abejas;Producción productos apícolas ;Segura de los Baños;TERUEL;MONTALBÁN;30;674672;4535583;Trashumante;No Profesional;Convencional;18
ES442110000003;Producción y reproducción;Abejas;Producción productos apícolas ;Segura de los Baños;TERUEL;MONTALBÁN;30;674942;4535358;Estante;No Profesional;Convencional;55
ES442110000004;Producción y reproducción;Abejas;Producción productos apícolas ;Segura de los Baños;TERUEL;MONTALBÁN;30;675792;4533674;Trashumante;No Profesional;;18
ES442110000005;Producción y reproducción;Abejas;Producción productos apícolas ;Segura de los Baños;TERUEL;MONTALBÁN;30;675557;4534602;Trashumante;No Profesional;;26
ES442110011001;Producción y reproducción;Abejas;Producción productos apícolas ;Segura de los Baños;TERUEL;MONTALBÁN;30;673511;4536151;Trashumante;Profesional;;300
ES442150011001;Producción y reproducción;Abejas;Mixta;Terriente;TERUEL;ALBARRACÍN;30;626520;4457482;Trashumante;No Profesional;Convencional;100
ES442160000816;Producción y reproducción;Abejas;Producción productos apícolas ;Teruel;TERUEL;TERUEL;30;655362;4467705;Estante;No Profesional;Convencional;5
ES442160011001;Producción y reproducción;Abejas;Producción productos apícolas ;Teruel;TERUEL;TERUEL;30;651387;4478671;Estante;No Profesional;Convencional;20
ES442160011003;Producción y reproducción;Abejas;Producción productos apícolas ;Teruel;TERUEL;TERUEL;30;658787;4466787;Trashumante;No Profesional;Convencional;50
ES442160011006;Producción y reproducción;Abejas;Producción productos apícolas ;Teruel;TERUEL;TERUEL;30;661203;4471904;Trashumante;No Profesional;Convencional;50
ES442200000804;Producción y reproducción;Abejas;Producción productos apícolas ;Torralba de los Sisones;TERUEL;CALAMOCHA;30;630779;4522421;Trashumante;No Profesional;Convencional;20
ES442230000900;Producción y reproducción;Abejas;Producción productos apícolas ;Torre de Arcas;TERUEL;VALDERROBRES;30;740754;4512537;Estante;No Profesional;Convencional;50
ES442230000901;Producción y reproducción;Abejas;Producción productos apícolas ;Torre de Arcas;TERUEL;VALDERROBRES;30;744181;4515657;Trashumante;No Profesional;Convencional;105
ES442240000005;Producción y reproducción;Abejas;Producción productos apícolas ;Torre de las Arcas;TERUEL;MONTALBÁN;30;694338;4523687;Trashumante;Profesional;Convencional;150
ES442250000900;Producción y reproducción;Abejas;Mixta;Torre del Compte;TERUEL;VALDERROBRES;30;760921;4534166;Trashumante;No Profesional;Convencional;70
ES442270000802;Producción y reproducción;Abejas;Producción productos apícolas ;Torre los Negros;TERUEL;CALAMOCHA;30;661920;4524553;Trashumante;Profesional;Convencional;293
ES442290011002;Producción y reproducción;Abejas;Producción productos apícolas ;Torres de Albarracín;TERUEL;ALBARRACÍN;30;622938;4474908;Trashumante;No Profesional;Convencional;150
ES442300000903;Producción y reproducción;Abejas;Producción productos apícolas ;Torrevelilla;TERUEL;ALCAÑIZ;30;743127;4532998;Trashumante;No Profesional;Convencional;14
ES442300011004;Producción y reproducción;Abejas;Mixta;Torrevelilla;TERUEL;ALCAÑIZ;30;742035;4534459;Trashumante;No Profesional;Convencional;20
ES442310011001;Producción y reproducción;Abejas;Producción productos apícolas ;Torrijas;TERUEL;MORA DE RUBIELOS;30;675908;4428011;Trashumante;Profesional;Convencional;300
ES442340011001;Producción y reproducción;Abejas;Producción productos apícolas ;Tramacastiel;TERUEL;TERUEL;30;650042;4453099;Trashumante;No Profesional;Convencional;25
ES442340011002;Producción y reproducción;Abejas;Producción productos apícolas ;Tramacastiel;TERUEL;TERUEL;30;648996;4449661;Trashumante;No Profesional;Convencional;25
ES442340011003;Producción y reproducción;Abejas;Producción productos apícolas ;Tramacastiel;TERUEL;TERUEL;30;648790;4449617;Trashumante;No Profesional;Convencional;25
ES442360000016;Producción y reproducción;Abejas;Mixta;Tronchón;TERUEL;CANTAVIEJA;30;716989;4501560;Estante;No Profesional;Convencional;31
ES442380000003;Producción y reproducción;Abejas;Producción productos apícolas ;Utrillas;TERUEL;MONTALBÁN;30;674562;4518700;Estante;No Profesional;Convencional;20
ES442380000005;Producción y reproducción;Abejas;Producción productos apícolas ;Utrillas;TERUEL;MONTALBÁN;30;675043;4518387;Estante;No Profesional;Convencional;20
ES442410011002;Producción y reproducción;Abejas;Producción productos apícolas ;Valdealgorfa;TERUEL;ALCAÑIZ;30;749417;4543495;Trashumante;No Profesional;Convencional;149
ES442440011001;Producción y reproducción;Abejas;Producción productos apícolas ;Valdelinares;TERUEL;MORA DE RUBIELOS;30;703274;4474894;Trashumante;No Profesional;Convencional;50
ES442460000900;Producción y reproducción;Abejas;Mixta;Valderrobres;TERUEL;VALDERROBRES;30;758961;4512236;Trashumante;Profesional;Convencional;700
ES442460000905;Producción y reproducción;Abejas;Producción productos apícolas ;Valderrobres;TERUEL;VALDERROBRES;30;766597;4533150;Trashumante;No Profesional;Convencional;140
ES442460000907;Producción y reproducción;Abejas;Producción productos apícolas ;Valderrobres;TERUEL;VALDERROBRES;31;259014;4517532;Trashumante;No Profesional;Convencional;18
ES442460011001;Producción y reproducción;Abejas;Producción productos apícolas ;Valderrobres;TERUEL;VALDERROBRES;31;259432;4525397;Estante;No Profesional;Convencional;30
ES442470000901;Producción y reproducción;Abejas;Producción productos apícolas ;Valjunquera;TERUEL;VALDERROBRES;30;758059;4539496;Trashumante;No Profesional;;80
ES442520000800;Producción y reproducción;Abejas;Producción productos apícolas ;Villahermosa del Campo;TERUEL;CALAMOCHA;30;647000;4552942;Trashumante;No Profesional;;13
ES442580011001;Producción y reproducción;Abejas;Mixta;Villar del Salz;TERUEL;MONREAL DEL CAMPO;30;626494;4505711;Trashumante;No Profesional;Convencional;110
ES442580011002;Producción y reproducción;Abejas;Producción productos apícolas ;Villar del Salz;TERUEL;MONREAL DEL CAMPO;30;626778;4503107;Estante;No Profesional;Convencional;150
ES442580011003;Producción y reproducción;Abejas;Producción productos apícolas ;Villar del Salz;TERUEL;MONREAL DEL CAMPO;30;628589;4502048;Trashumante;Profesional;Convencional;300
ES442580011004;Producción y reproducción;Abejas;Producción productos apícolas ;Villar del Salz;TERUEL;MONREAL DEL CAMPO;30;627613;4506065;Trashumante;Profesional;Convencional;150
ES442580011005;Producción y reproducción;Abejas;Producción productos apícolas ;Villar del Salz;TERUEL;MONREAL DEL CAMPO;30;629013;4502576;Trashumante;Profesional;Convencional;200
ES442600000031;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;712732;4498628;Trashumante;No Profesional;Convencional;48
ES442600000032;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;708397;4503754;Trashumante;No Profesional;Convencional;7
ES442600000036;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;705894;4504216;Estante;No Profesional;Convencional;20
ES442600000038;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;708960;4506703;Estante;No Profesional;Convencional;50
ES442600000042;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;715924;4502676;Trashumante;No Profesional;Convencional;30
ES442600000044;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;710195;4502867;Estante;No Profesional;Convencional;48
ES442600000047;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;709704;4500495;Estante;No Profesional;Convencional;40
ES442600000048;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;708262;4504092;Trashumante;Profesional;Convencional;150
ES442600000049;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;718295;4507619;Trashumante;No Profesional;Convencional;12
ES442600011003;Producción y reproducción;Abejas;Producción productos apícolas ;Villarluengo;TERUEL;CANTAVIEJA;30;714140;4496597;Trashumante;Profesional;Convencional;600
ES442610000810;Producción y reproducción;Abejas;Producción productos apícolas ;Villarquemado;TERUEL;CELLA;30;652899;4489220;Trashumante;Profesional;Convencional;160
ES442630011001;Producción y reproducción;Abejas;Producción productos apícolas ;Villastar;TERUEL;TERUEL;30;655563;4460053;Trashumante;No Profesional;Convencional;80
ES442630011002;Producción y reproducción;Abejas;Producción productos apícolas ;Villastar;TERUEL;TERUEL;30;655613;4460042;Trashumante;No Profesional;Convencional;20
ES442630011003;Producción y reproducción;Abejas;Producción productos apícolas ;Villastar;TERUEL;TERUEL;30;655924;4458171;Estante;No Profesional;Convencional;25
ES442640000804;Producción y reproducción;Abejas;Producción productos apícolas ;Villel;TERUEL;TERUEL;30;652175;4459191;Trashumante;No Profesional;Convencional;20
ES442640000810;Producción y reproducción;Abejas;Producción productos apícolas ;Villel;TERUEL;TERUEL;30;652267;4449593;Trashumante;No Profesional;Convencional;70
ES442640000811;Producción y reproducción;Abejas;Producción productos apícolas ;Villel;TERUEL;TERUEL;30;652842;4454926;Trashumante;No Profesional;;47
ES442660011001;Producción y reproducción;Abejas;Producción productos apícolas ;Visiedo;TERUEL;ALFAMBRA;30;662559;4503877;Trashumante;No Profesional;Convencional;105
ES442660011002;Producción y reproducción;Abejas;Producción productos apícolas ;Visiedo;TERUEL;ALFAMBRA;30;663195;4500958;Trashumante;Profesional;Convencional;800
ES442670000009;Producción y reproducción;Abejas;Otras;Vivel del Río Martín;TERUEL;MONTALBÁN;30;676732;4527919;Trashumante;Profesional;Convencional;150
ES442670000010;Producción y reproducción;Abejas;Producción productos apícolas ;Vivel del Río Martín;TERUEL;MONTALBÁN;30;677263;4530848;Trashumante;No Profesional;Convencional;10
ES442670000226;Producción y reproducción;Abejas;Producción productos apícolas ;Vivel del Río Martín;TERUEL;MONTALBÁN;30;675862;4529977;Trashumante;No Profesional;Convencional;40
ES442670011001;Producción y reproducción;Abejas;Producción productos apícolas ;Vivel del Río Martín;TERUEL;MONTALBÁN;30;675206;4526119;Trashumante;Profesional;Convencional;150
ES442680000001;Producción y reproducción;Abejas;Producción productos apícolas ;Zoma (La);TERUEL;MONTALBÁN;30;700011;4517909;Estante;No Profesional;Convencional;35
ES442680000800;Producción y reproducción;Abejas;Producción productos apícolas ;Zoma (La);TERUEL;MONTALBÁN;30;703544;4515801;Trashumante;Profesional;Convencional;475
ES500010011004;Producción y reproducción;Abejas;Producción productos apícolas ;Abanto;ZARAGOZA;CALATAYUD;30;610535;4555488;Trashumante;No Profesional;Convencional;34
ES500020011002;Producción y reproducción;Abejas;Mixta;Acered;ZARAGOZA;DAROCA;30;615116;4557262;Trashumante;No Profesional;;20
ES500050011004;Producción y reproducción;Abejas;Producción productos apícolas ;Aguilón;ZARAGOZA;CARIÑENA;30;667580;4574870;Trashumante;No Profesional;;55
ES500060011003;Producción y reproducción;Abejas;Producción productos apícolas ;Ainzón;ZARAGOZA;BORJA;30;619829;4622967;Trashumante;No Profesional;Convencional;220
ES500060011005;Producción y reproducción;Abejas;Mixta;Ainzón;ZARAGOZA;BORJA;30;620019;4623167;Trashumante;Profesional;;20
ES500060011006;Producción y reproducción;Abejas;Producción productos apícolas ;Ainzón;ZARAGOZA;BORJA;30;622335;4628960;Trashumante;No Profesional;;30
ES500070011003;Producción y reproducción;Abejas;Producción productos apícolas ;Aladrén;ZARAGOZA;CARIÑENA;30;652552;4568230;Trashumante;Profesional;Convencional;355
ES500070011008;Producción y reproducción;Abejas;Producción productos apícolas ;Aladrén;ZARAGOZA;CARIÑENA;30;652462;4568339;Trashumante;Profesional;;300
ES500140011004;Producción y reproducción;Abejas;Mixta;Alcalá de Moncayo;ZARAGOZA;TARAZONA;30;610084;4629666;Trashumante;No Profesional;Convencional;150
ES500170011003;Producción y reproducción;Abejas;Producción productos apícolas ;Alfajarín;ZARAGOZA;ZARAGOZA;30;700514;4607704;Trashumante;No Profesional;Convencional;185
ES500170011015;Producción y reproducción;Abejas;Producción productos apícolas ;Alfajarín;ZARAGOZA;ZARAGOZA;30;694664;4609104;Trashumante;No Profesional;;20
ES500170011017;Producción y reproducción;Abejas;Producción productos apícolas ;Alfajarín;ZARAGOZA;ZARAGOZA;30;698004;4613026;Trashumante;No Profesional;;50
ES500230011002;Producción y reproducción;Abejas;Producción productos apícolas ;Almonacid de la Cuba;ZARAGOZA;BELCHITE;30;685190;4572489;Trashumante;No Profesional;Convencional;7
ES500240011006;Producción y reproducción;Abejas;Mixta;Almonacid de la Sierra;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;640251;4582007;Estante;No Profesional;;20
ES500240011007;Producción y reproducción;Abejas;Producción productos apícolas ;Almonacid de la Sierra;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;639012;4581279;Trashumante;No Profesional;;16
ES500250011002;Producción y reproducción;Abejas;Producción productos apícolas ;Almunia de Doña Godina (La);ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;;;;Trashumante;Profesional;Convencional;180
ES500260011001;Producción y reproducción;Abejas;Producción productos apícolas ;Alpartir;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;637202;4586616;Trashumante;No Profesional;Convencional;200
ES500270011004;Producción y reproducción;Abejas;Producción productos apícolas ;Ambel;ZARAGOZA;BORJA;30;611696;4626527;Trashumante;No Profesional;;60
ES500270011006;Producción y reproducción;Abejas;Mixta;Ambel;ZARAGOZA;BORJA;30;611413;4626411;Trashumante;No Profesional;;24
ES500270011007;Producción y reproducción;Abejas;Mixta;Ambel;ZARAGOZA;BORJA;30;613793;4625883;Trashumante;Profesional;Convencional;400
ES500270011010;Producción y reproducción;Abejas;Producción productos apícolas ;Ambel;ZARAGOZA;BORJA;30;616154;4626548;Trashumante;No Profesional;;20
ES500280011002;Producción y reproducción;Abejas;Producción productos apícolas ;Anento;ZARAGOZA;DAROCA;;;;Trashumante;No Profesional;Convencional;10
ES500280011003;Producción y reproducción;Abejas;Polinización;Anento;ZARAGOZA;DAROCA;30;639575;4548423;Trashumante;No Profesional;Convencional;50
ES500290011001;Producción y reproducción;Abejas;Producción productos apícolas ;Aniñón;ZARAGOZA;CALATAYUD;30;605620;4594512;Trashumante;Profesional;Convencional;50
ES500290011005;Producción y reproducción;Abejas;Mixta;Aniñón;ZARAGOZA;CALATAYUD;30;606232;4594181;Trashumante;No Profesional;;20
ES500290011006;Producción y reproducción;Abejas;Mixta;Aniñón;ZARAGOZA;CALATAYUD;30;607248;4593555;Trashumante;No Profesional;;100
ES500290011007;Producción y reproducción;Abejas;Polinización;Aniñón;ZARAGOZA;CALATAYUD;30;610125;4590837;Estante;No Profesional;;20
ES500290011008;Producción y reproducción;Abejas;Producción productos apícolas ;Aniñón;ZARAGOZA;CALATAYUD;30;605817;4591929;Trashumante;Profesional;;210
ES500300011001;Producción y reproducción;Abejas;Selección y cría apícola;Añón de Moncayo;ZARAGOZA;TARAZONA;30;607493;4625035;Trashumante;Profesional;Convencional;300
ES500300011004;Producción y reproducción;Abejas;Selección y cría apícola;Añón de Moncayo;ZARAGOZA;TARAZONA;30;607493;4625035;Trashumante;Profesional;Convencional;400
ES500300011008;Producción y reproducción;Abejas;Producción productos apícolas ;Añón de Moncayo;ZARAGOZA;TARAZONA;30;607781;4625012;Trashumante;No Profesional;Convencional;20
ES500300011009;Producción y reproducción;Abejas;Selección y cría apícola;Añón de Moncayo;ZARAGOZA;TARAZONA;30;605613;4626731;Trashumante;Profesional;;400
ES500300011012;Producción y reproducción;Abejas;Producción productos apícolas ;Añón de Moncayo;ZARAGOZA;TARAZONA;30;606627;4626668;Trashumante;No Profesional;;106
ES500300011013;Producción y reproducción;Abejas;Mixta;Añón de Moncayo;ZARAGOZA;TARAZONA;30;606399;4626954;Trashumante;No Profesional;;15
ES500310011003;Producción y reproducción;Abejas;Producción productos apícolas ;Aranda de Moncayo;ZARAGOZA;ILLUECA;30;593888;4599336;Trashumante;No Profesional;Convencional;55
ES500310011005;Producción y reproducción;Abejas;Producción productos apícolas ;Aranda de Moncayo;ZARAGOZA;ILLUECA;30;600102;4602148;Estante;No Profesional;;15
ES500310011006;Producción y reproducción;Abejas;Producción productos apícolas ;Aranda de Moncayo;ZARAGOZA;ILLUECA;30;600497;4604664;Estante;No Profesional;;40
ES500320011004;Producción y reproducción;Abejas;Mixta;Arándiga;ZARAGOZA;CALATAYUD;30;623664;4596829;Trashumante;Profesional;;25
ES500340011005;Producción y reproducción;Abejas;Producción productos apícolas ;Ariza;ZARAGOZA;ARIZA;;;;Trashumante;No Profesional;Convencional;15
ES500340011007;Producción y reproducción;Abejas;Mixta;Ariza;ZARAGOZA;ARIZA;30;577368;4572614;Trashumante;No Profesional;;51
ES500380011004;Producción y reproducción;Abejas;Producción productos apícolas ;Ateca;ZARAGOZA;CALATAYUD;30;598574;4579686;Trashumante;No Profesional;Convencional;56
ES500380011005;Producción y reproducción;Abejas;Producción productos apícolas ;Ateca;ZARAGOZA;CALATAYUD;30;599610;4577661;Trashumante;No Profesional;Convencional;25
ES500380011006;Producción y reproducción;Abejas;Mixta;Ateca;ZARAGOZA;CALATAYUD;30;602669;4575491;Trashumante;No Profesional;Convencional;12
ES500380011007;Producción y reproducción;Abejas;Mixta;Ateca;ZARAGOZA;CALATAYUD;30;599954;4576280;Trashumante;Profesional;;150
ES500380011008;Producción y reproducción;Abejas;Mixta;Ateca;ZARAGOZA;CALATAYUD;30;602142;4575684;Trashumante;Profesional;;150
ES500390011005;Producción y reproducción;Abejas;Producción productos apícolas ;Azuara;ZARAGOZA;BELCHITE;30;674336;4564311;Trashumante;No Profesional;Convencional;25
ES500390011006;Producción y reproducción;Abejas;Producción productos apícolas ;Azuara;ZARAGOZA;BELCHITE;30;676752;4569009;Trashumante;No Profesional;;50
ES500430011001;Producción y reproducción;Abejas;Producción productos apícolas ;Barboles;ZARAGOZA;ALAGÓN;30;654522;4622452;Trashumante;No Profesional;;26
ES500460011001;Producción y reproducción;Abejas;Producción productos apícolas ;Belmonte de Gracián;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;100
ES500540011001;Producción y reproducción;Abejas;Mixta;Bordalba;ZARAGOZA;ARIZA;30;574632;4584322;Trashumante;No Profesional;Convencional;25
ES500550011002;Producción y reproducción;Abejas;Producción productos apícolas ;Borja;ZARAGOZA;BORJA;30;618145;4638517;Trashumante;No Profesional;Convencional;160
ES500550011005;Producción y reproducción;Abejas;Producción productos apícolas ;Borja;ZARAGOZA;BORJA;;;;Trashumante;Profesional;Convencional;150
ES500550011015;Producción y reproducción;Abejas;Producción productos apícolas ;Borja;ZARAGOZA;BORJA;30;619183;4624256;Trashumante;No Profesional;;50
ES500550011016;Producción y reproducción;Abejas;Mixta;Borja;ZARAGOZA;BORJA;30;621577;4637098;Trashumante;No Profesional;;70
ES500550011018;Producción y reproducción;Abejas;Mixta;Borja;ZARAGOZA;BORJA;30;619764;4634227;Trashumante;No Profesional;;20
ES500570011002;Producción y reproducción;Abejas;Producción productos apícolas ;Brea de Aragón;ZARAGOZA;ILLUECA;30;615030;4596140;Trashumante;No Profesional;Convencional;100
ES500590011001;Producción y reproducción;Abejas;Producción productos apícolas ;Bujaraloz;ZARAGOZA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;25
ES500650011001;Producción y reproducción;Abejas;Producción productos apícolas ;Cabolafuente;ZARAGOZA;ARIZA;30;578646;4560100;Trashumante;Profesional;Convencional;250
ES500650011002;Producción y reproducción;Abejas;Producción productos apícolas ;Cabolafuente;ZARAGOZA;ARIZA;30;579573;4565081;Estante;No Profesional;;20
ES500650011003;Producción y reproducción;Abejas;Producción productos apícolas ;Cabolafuente;ZARAGOZA;ARIZA;30;581112;4565026;Estante;No Profesional;;10
ES500660011008;Producción y reproducción;Abejas;Producción productos apícolas ;Cadrete;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;20
ES500660011010;Producción y reproducción;Abejas;Mixta;Cadrete;ZARAGOZA;ZARAGOZA;30;670884;4600076;Trashumante;No Profesional;;18
ES500670011002;Producción y reproducción;Abejas;Producción productos apícolas ;Calatayud;ZARAGOZA;CALATAYUD;30;617398;4577976;Trashumante;No Profesional;Convencional;60
ES500670011003;Producción y reproducción;Abejas;Producción productos apícolas ;Calatayud;ZARAGOZA;CALATAYUD;30;605119;4573791;Trashumante;Profesional;Convencional;250
ES500670011006;Producción y reproducción;Abejas;Producción productos apícolas ;Calatayud;ZARAGOZA;CALATAYUD;30;614487;4581725;Trashumante;Profesional;Convencional;150
ES500680011002;Producción y reproducción;Abejas;Polinización;Calatorao;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;637493;4596508;Trashumante;No Profesional;;40
ES500690011003;Producción y reproducción;Abejas;Producción productos apícolas ;Calcena;ZARAGOZA;ILLUECA;30;608585;4613877;Trashumante;No Profesional;Convencional;20
ES500700011002;Producción y reproducción;Abejas;Producción productos apícolas ;Calmarza;ZARAGOZA;ARIZA;30;589272;4557759;Estante;No Profesional;;20
ES500700011005;Producción y reproducción;Abejas;Producción productos apícolas ;Calmarza;ZARAGOZA;ARIZA;30;589112;4556799;Trashumante;No Profesional;;100
ES500720011001;Producción y reproducción;Abejas;Producción productos apícolas ;Carenas;ZARAGOZA;ARIZA;30;602066;4570107;Trashumante;No Profesional;Convencional;18
ES500720011002;Producción y reproducción;Abejas;Producción productos apícolas ;Carenas;ZARAGOZA;ARIZA;30;601705;4570291;Trashumante;No Profesional;;27
ES500730011004;Producción y reproducción;Abejas;Producción productos apícolas ;Cariñena;ZARAGOZA;CARIÑENA;30;652778;4577146;Trashumante;No Profesional;Convencional;12
ES500740011001;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;742380;4563485;Trashumante;No Profesional;Convencional;20
ES500740011008;Producción y reproducción;Abejas;Mixta;Caspe;ZARAGOZA;CASPE;31;254610;4580830;Trashumante;No Profesional;Convencional;300
ES500740011009;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;746196;4561115;Trashumante;No Profesional;Convencional;150
ES500740011017;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;745051;4565093;Trashumante;No Profesional;Convencional;45
ES500740011021;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;741122;4567712;Trashumante;No Profesional;Convencional;25
ES500740011026;Producción y reproducción;Abejas;Polinización;Caspe;ZARAGOZA;CASPE;30;748345;4558659;Trashumante;No Profesional;Convencional;46
ES500740011028;Producción y reproducción;Abejas;Mixta;Caspe;ZARAGOZA;CASPE;31;248744;4568474;Trashumante;No Profesional;Convencional;10
ES500740011029;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;743597;4567701;Trashumante;No Profesional;Convencional;25
ES500740011036;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;750826;4579074;Trashumante;No Profesional;Convencional;15
ES500740011047;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;30;744940;4566472;Trashumante;No Profesional;;20
ES500740011050;Producción y reproducción;Abejas;Producción productos apícolas ;Caspe;ZARAGOZA;CASPE;31;250258;4565611;Estante;No Profesional;;20
ES500740011056;Producción y reproducción;Abejas;Mixta;Caspe;ZARAGOZA;CASPE;30;744077;4566092;Trashumante;No Profesional;;25
ES500740011060;Producción y reproducción;Abejas;Mixta;Caspe;ZARAGOZA;CASPE;30;748900;4563781;Trashumante;No Profesional;;20
ES500770011005;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Valdejasa;ZARAGOZA;TAUSTE;;;;Trashumante;No Profesional;Convencional;60
ES500770011006;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Valdejasa;ZARAGOZA;TAUSTE;30;668792;4646366;Trashumante;No Profesional;Convencional;50
ES500770011007;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Valdejasa;ZARAGOZA;TAUSTE;30;668856;4648404;Trashumante;No Profesional;;25
ES500770011009;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Valdejasa;ZARAGOZA;TAUSTE;30;665451;4647739;Trashumante;No Profesional;;30
ES500770011011;Producción y reproducción;Abejas;Producción productos apícolas ;Castejón de Valdejasa;ZARAGOZA;TAUSTE;30;669360;4648630;Trashumante;No Profesional;;12
ES500780011004;Producción y reproducción;Abejas;Producción productos apícolas ;Castiliscar;ZARAGOZA;SOS DEL REY CATÓLICO;30;644038;4692086;Trashumante;Profesional;Convencional;160
ES500800011003;Producción y reproducción;Abejas;Producción productos apícolas ;Cerveruela;ZARAGOZA;DAROCA;30;650183;4563486;Estante;No Profesional;;25
ES500810011003;Producción y reproducción;Abejas;Producción productos apícolas ;Cetina;ZARAGOZA;ARIZA;;;;Trashumante;Profesional;Convencional;170
