explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES441797000001;Pasto;Bóvidos;;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;755901;4512383;Convencional;7
ES441797000003;Pasto;Bóvidos;;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;759739;4519102;Convencional;25
ES441797000004;Pasto;Bóvidos;;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;762162;4514164;Convencional;0
ES441797000005;Pasto;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;31;250499;4509805;;50
ES441817000001;Pasto;Bóvidos;;Peralejos;TERUEL;ALFAMBRA;30;675000;4482080;;120
ES441820000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Perales del Alfambra;TERUEL;ALFAMBRA;30;669776;4499204;Convencional;20
ES441820000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Perales del Alfambra;TERUEL;ALFAMBRA;30;669692;4499181;Convencional;90
ES441830000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Pitarque;TERUEL;CANTAVIEJA;30;701955;4500677;;100
ES441830000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Pitarque;TERUEL;CANTAVIEJA;30;705645;4497556;;100
ES441830000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Pitarque;TERUEL;CANTAVIEJA;30;702303;4500501;;150
ES441837000000;Pasto;Bóvidos;;Pitarque;TERUEL;CANTAVIEJA;30;701506;4496799;Convencional;0
ES441837000001;Pasto;Bóvidos;;Pitarque;TERUEL;CANTAVIEJA;30;701506;4496799;Convencional;0
ES441857000000;Pasto;Bóvidos;;Pobo (El);TERUEL;ALFAMBRA;30;681152;4486342;Convencional;0
ES441857000001;Pasto;Bóvidos;Reproducción para producción de carne;Pobo (El);TERUEL;ALFAMBRA;30;682538;4485587;;32
ES441877000000;Pasto;Bóvidos;;Portellada (La);TERUEL;VALDERROBRES;30;747444;4529828;Convencional;0
ES441897000001;Pasto;Bóvidos;Reproducción para producción de carne;Pozondón;TERUEL;ALBARRACÍN;30;644881;4465137;;61
ES441910000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715613;4568164;Convencional;100
ES441910000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Puebla de Híjar (La);TERUEL;HÍJAR;30;715300;4567918;Convencional;200
ES441910000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;713642;4566942;Convencional;200
ES441910000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;713642;4566942;Convencional;250
ES441910000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715452;4568502;Convencional;150
ES441910000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715452;4568502;Convencional;180
ES441910000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715811;4568205;Convencional;45
ES441910000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715452;4568502;Convencional;100
ES441910000423;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715452;4568502;Convencional;100
ES441910000424;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715811;4568205;Convencional;90
ES441910000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;713612;4566841;Convencional;140
ES441910000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715888;4568226;Convencional;45
ES441910000427;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715215;4568005;Convencional;45
ES441910000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;716454;4566979;;210
ES441910000429;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Híjar (La);TERUEL;HÍJAR;30;715469;4567707;;100
ES441910000430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Híjar (La);TERUEL;HÍJAR;30;715881;4567432;;30
ES441917000000;Pasto;Bóvidos;;Puebla de Híjar (La);TERUEL;HÍJAR;30;714056;4566815;Convencional;0
ES441920000401;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;670700;4449091;Convencional;145
ES441920000402;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;677952;4455273;Convencional;208
ES441920000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;671263;4451477;Convencional;20
ES441920000404;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;682157;4457256;;1800
ES441920000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;689555;4463340;;90
ES441920000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;675698;4456138;;80
ES441920000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;675083;4456948;;75
ES441920000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;674168;4437060;;75
ES441920000409;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;668815;4439046;;25
ES441920000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;672356;4450215;;90
ES441920000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;671656;4440471;;80
ES441920000412;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;676890;4452023;;150
ES441920000413;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;673244;4452981;;98
ES441920009404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;682157;4457256;;1200
ES441927000000;Pasto;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;676178;4456261;Convencional;
ES441927000001;Pasto;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;675697;4456138;;0
ES441927000002;Pasto;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;711749;4446560;;200
ES441927000003;Pasto;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;674320;4464540;;35
ES441927000004;Pasto;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;674150;4467375;;25
ES441927000005;Pasto;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;674010;4439695;;40
ES441927000006;Pasto;Bóvidos;Reproducción para producción de carne;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;671647;4461790;;75
ES441929000000;Plaza de Toros permanente;Bóvidos;;Puebla de Valverde (La);TERUEL;MORA DE RUBIELOS;30;667533;4436212;Convencional;
ES441930000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;715941;4458541;Convencional;50
ES441930000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;715995;4458701;Convencional;90
ES441930000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;716977;4457830;Convencional;38
ES441930000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;719477;4464539;Convencional;90
ES441930000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;720270;4465610;;150
ES441930000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;714101;4463947;;60
ES441930000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;714263;4468222;;15
ES441937000000;Pasto;Bóvidos;;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;712700;4463532;Convencional;
ES441937000001;Pasto;Bóvidos;;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;720777;4465502;;80
ES441937000002;Pasto;Bóvidos;Reproducción para producción de carne;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;718362;4460531;;45
ES441937000003;Pasto;Bóvidos;;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;713706;4464702;;167
ES441937000004;Pasto;Bóvidos;;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;721160;4462504;;50
ES441939000000;Plaza de Toros permanente;Bóvidos;;Puertomingalvo;TERUEL;MORA DE RUBIELOS;30;711142;4456155;Convencional;
ES441940000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Ráfales;TERUEL;VALDERROBRES;30;749940;4522379;Convencional;310
ES441947000000;Pasto;Bóvidos;;Ráfales;TERUEL;VALDERROBRES;30;754615;4525034;Convencional;0
ES441967000000;Pasto;Bóvidos;;Riodeva;TERUEL;TERUEL;30;657738;4442376;Convencional;
ES441970000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Ródenas;TERUEL;ALBARRACÍN;30;625621;4498829;;100
ES441989000000;Plaza de Toros permanente;Bóvidos;;Royuela;TERUEL;ALBARRACÍN;30;626248;4470758;Convencional;0
ES441997000000;Pasto;Bóvidos;;Rubiales;TERUEL;TERUEL;30;647068;4459974;Convencional;
ES442000000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Rubielos de la Cérida;TERUEL;MONREAL DEL CAMPO;30;650117;4514459;;600
ES442010000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;701131;4453572;Convencional;60
ES442010000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;697233;4446791;Convencional;50
ES442010000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;697600;4451484;Convencional;53
ES442010000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;700871;4451687;Convencional;150
ES442010000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;695439;4450305;Convencional;97
ES442010000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;698915;4446446;Convencional;21
ES442010000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;700406;4453417;Convencional;1
ES442010000409;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;699187;4448966;;20
ES442010000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;698207;4448373;;30
ES442010000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;699172;4453784;;80
ES442010000413;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;700085;4450944;;15
ES442010000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;697316;4453712;;80
ES442017000000;Pasto;Bóvidos;;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;699724;4451423;Convencional;
ES442017000001;Pasto;Bóvidos;;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;700251;4451756;;10
ES442017000002;Pasto;Bóvidos;;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;697640;4454556;;50
ES442019000000;Plaza de Toros permanente;Bóvidos;;Rubielos de Mora;TERUEL;MORA DE RUBIELOS;30;694361;4444493;Convencional;
ES442037000000;Pasto;Bóvidos;;Salcedillo;TERUEL;MONTALBÁN;30;667889;4536452;Convencional;10000
ES442050000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;718934;4562622;Convencional;50
ES442050000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;718114;4562072;Convencional;110
ES442050000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;718114;4562072;Convencional;150
ES442050000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;718506;4562065;Convencional;160
ES442050000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Samper de Calanda;TERUEL;HÍJAR;30;719212;4562033;Convencional;500
ES442050000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;719406;4562094;Convencional;100
ES442050000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;715639;4553494;Convencional;110
ES442050000411;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Samper de Calanda;TERUEL;HÍJAR;30;719030;4562221;Convencional;100
ES442057000000;Pasto;Bóvidos;;Samper de Calanda;TERUEL;HÍJAR;30;719178;4562607;Convencional;0
ES442067000000;Pasto;Bóvidos;;San Agustín;TERUEL;MORA DE RUBIELOS;30;696765;4437192;Convencional;
ES442070000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;San Martín del Río;TERUEL;CALAMOCHA;30;633990;4543438;;95
ES442090000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Santa Eulalia;TERUEL;CELLA;30;641699;4492490;;80
ES442090000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Santa Eulalia;TERUEL;CELLA;30;641644;4492490;;45
ES442099000000;Plaza de Toros permanente;Bóvidos;;Santa Eulalia;TERUEL;CELLA;30;642731;4491633;Convencional;
ES442100000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Sarrión;TERUEL;MORA DE RUBIELOS;30;687343;4446106;Convencional;180
ES442100000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Sarrión;TERUEL;MORA DE RUBIELOS;30;687706;4445660;;40
ES442100000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Sarrión;TERUEL;MORA DE RUBIELOS;30;686480;4444207;;50
ES442107000001;Pasto;Bóvidos;;Sarrión;TERUEL;MORA DE RUBIELOS;30;677075;4442990;;35
ES442107000002;Pasto;Bóvidos;;Sarrión;TERUEL;MORA DE RUBIELOS;30;675545;4440520;;25
ES442107000003;Pasto;Bóvidos;;Sarrión;TERUEL;MORA DE RUBIELOS;30;677447;4443135;;30
ES442109000000;Plaza de Toros permanente;Bóvidos;;Sarrión;TERUEL;MORA DE RUBIELOS;30;686088;4445960;Convencional;
ES442117000000;Pasto;Bóvidos;;Segura de los Baños;TERUEL;MONTALBÁN;30;672458;4534178;Convencional;10000
ES442127000000;Pasto;Bóvidos;;Seno;TERUEL;ALCORISA;30;724608;4521360;Convencional;0
ES442130000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Singra;TERUEL;MONREAL DEL CAMPO;30;643255;4502367;Convencional;400
ES442150000400;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Terriente;TERUEL;ALBARRACÍN;30;629816;4461745;Convencional;164
ES442157200000;Pasto;Bóvidos;;Terriente;TERUEL;ALBARRACÍN;30;630190;4463669;Convencional;0
ES442160000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Teruel;TERUEL;TERUEL;30;656978;4468998;Convencional;150
ES442160000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Teruel;TERUEL;TERUEL;30;654247;4473711;Convencional;90
ES442160000437;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Teruel;TERUEL;TERUEL;30;654247;4473709;Convencional;150
ES442160000444;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Teruel;TERUEL;TERUEL;30;661896;4461483;;50
ES442160000446;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Teruel;TERUEL;TERUEL;30;655188;4462527;;100
ES442160000447;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Teruel;TERUEL;TERUEL;30;662779;4479379;;12
ES442160009446;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Teruel;TERUEL;TERUEL;30;655188;4462527;;24
ES442160102276;Matadero;Bóvidos;;Teruel;TERUEL;TERUEL;30;658379;4468882;;
ES442167000000;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;660879;4467575;Convencional;
ES442167000001;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;665083;4459337;Convencional;
ES442167000002;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;649907;4464672;Convencional;
ES442167000003;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;663662;4463848;Convencional;
ES442167000004;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;653369;4474925;Convencional;
ES442167000005;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;657346;4471643;Convencional;
ES442167000006;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;654815;4469158;Convencional;
ES442167000007;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;663550;4474785;Convencional;
ES442167000008;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;666369;4469350;Convencional;
ES442167000009;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;663089;4476630;Convencional;
ES442167000010;Pasto;Bóvidos;;Teruel;TERUEL;TERUEL;30;659424;4462846;Convencional;
