explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES222250000432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780926;4637693;Convencional;106
ES222250000434;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;775694;4634170;Convencional;500
ES222250000438;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779249;4632552;Convencional;120
ES222250000439;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781084;4638422;Convencional;210
ES222250000440;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780240;4638882;Convencional;600
ES222250000441;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784785;4636940;Convencional;78
ES222250000443;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783158;4640142;Convencional;161
ES222250000444;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784250;4638760;Convencional;200
ES222250000445;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776775;4633625;Convencional;376
ES222250000446;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776598;4634282;Convencional;94
ES222250000448;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777788;4633202;Convencional;183
ES222250000449;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780787;4636168;Convencional;55
ES222250000451;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779657;4636369;Convencional;166
ES222250000452;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;775737;4634700;Convencional;420
ES222250000453;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779555;4639267;Convencional;85
ES222250000455;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779400;4630155;Convencional;622
ES222250000458;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780932;4638897;Convencional;320
ES222250000459;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;775730;4634604;Convencional;219
ES222250000460;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778175;4630900;Convencional;650
ES222250000461;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781371;4638502;Convencional;98
ES222250000462;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777826;4634418;Convencional;104
ES222250000464;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778044;4623131;Convencional;200
ES222250000465;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786930;4635840;Convencional;2000
ES222250000466;Producción y reproducción;Bóvidos;Recria de novillas;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777361;4633964;Convencional;114
ES222250000467;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780350;4638200;Convencional;48
ES222250000468;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785672;4637140;Convencional;215
ES222250000469;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779547;4636326;Convencional;231
ES222250000471;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777348;4633361;Convencional;150
ES222250000477;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776150;4634015;Convencional;100
ES222250000478;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787080;4635523;Convencional;108
ES222250000479;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787105;4635500;Convencional;108
ES222250000480;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782959;4637239;Convencional;128
ES222250000481;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787125;4635807;Convencional;200
ES222250000482;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784682;4637024;Convencional;95
ES222250000483;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784265;4639000;Convencional;37
ES222250000484;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784464;4639743;Convencional;70
ES222250000485;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778603;4633349;Convencional;90
ES222250000486;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778610;4633384;Convencional;90
ES222250000487;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784744;4638392;Convencional;100
ES222250000489;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780297;4637625;Convencional;180
ES222250000490;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777745;4633358;Convencional;100
ES222250000491;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776620;4634237;Convencional;100
ES222250000492;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785679;4637433;Convencional;58
ES222250000493;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782979;4640217;Convencional;100
ES222250000494;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780920;4636038;Convencional;59
ES222250000495;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777671;4633362;Convencional;38
ES222250000496;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781760;4639615;Convencional;96
ES222250000497;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781860;4638022;Convencional;100
ES222250000498;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779857;4629972;Convencional;215
ES222250000500;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779060;4635230;Convencional;566
ES222250000501;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787033;4635573;Convencional;108
ES222250000502;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787060;4635550;Convencional;108
ES222250000504;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780140;4635853;Convencional;50
ES222250000505;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781410;4638550;Convencional;362
ES222250000506;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781820;4638050;Convencional;100
ES222250000507;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784220;4638790;Convencional;60
ES222250000508;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781845;4638093;Convencional;100
ES222250000509;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781950;4639880;Convencional;100
ES222250000510;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780725;4627019;Convencional;200
ES222250000511;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778630;4633326;Convencional;200
ES222250000512;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779645;4624449;Convencional;100
ES222250000513;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778155;4623178;Convencional;114
ES222250000514;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783000;4640190;Convencional;63
ES222250000515;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785693;4637390;Convencional;48
ES222250000516;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783000;4637300;Convencional;570
ES222250000517;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779725;4629840;Convencional;100
ES222250000518;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777750;4632377;Convencional;120
ES222250000519;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785117;4635635;Convencional;169
ES222250000520;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781880;4638080;Convencional;100
ES222250000521;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785900;4633923;Convencional;103
ES222250000522;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776380;4632970;Convencional;95
ES222250000524;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786000;4633850;Convencional;105
ES222250000525;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785655;4637275;Convencional;56
ES222250000526;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780160;4635877;Convencional;50
ES222250000527;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779110;4635075;Convencional;108
ES222250000528;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;776770;4634300;Convencional;90
ES222250000529;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779046;4631297;Convencional;239
ES222250000530;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779210;4629974;Convencional;100
ES222250000531;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778766;4633375;Convencional;100
ES222250000532;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782400;4637940;Convencional;105
ES222250000533;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782283;4638045;Convencional;105
ES222250000534;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782075;4641136;Convencional;95
ES222250000536;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786318;4636537;Convencional;208
ES222250000537;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781008;4626933;Convencional;90
ES222250000538;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780035;4626973;Convencional;90
ES222250000539;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780207;4627222;Convencional;90
ES222250000540;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777467;4633590;Convencional;108
ES222250000541;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781887;4641143;Convencional;119
ES222250000543;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777369;4633055;Convencional;108
ES222250000544;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781654;4641215;Convencional;100
ES222250000545;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781612;4641347;Convencional;119
ES222250000546;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779250;4635140;Convencional;90
ES222250000547;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779393;4636058;Convencional;108
ES222250000548;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779203;4630992;Convencional;275
ES222250000549;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781525;4638525;Convencional;108
ES222250000550;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778633;4633130;Convencional;72
ES222250000551;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778549;4633227;Convencional;66
ES222250000552;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781520;4638775;Convencional;120
ES222250000553;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779521;4636158;Convencional;72
ES222250000554;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782175;4640195;Convencional;388
ES222250000555;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781743;4638496;Convencional;250
ES222250000556;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781458;4639980;Convencional;96
ES222250000558;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782745;4640128;Convencional;200
ES222250000559;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778850;4633256;Convencional;216
ES222250000560;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779984;4629907;Convencional;400
ES222250000561;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778699;4633045;Convencional;72
ES222250000563;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784235;4636701;Convencional;90
ES222250000564;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784369;4636861;Convencional;100
ES222250000566;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777547;4633509;Convencional;108
ES222250000567;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779761;4636979;Convencional;250
ES222250000568;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785663;4635858;Convencional;100
ES222250000569;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785789;4635917;Convencional;100
ES222250000570;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;787100;4636034;Convencional;90
ES222250000571;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785696;4635740;Convencional;100
ES222250000573;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785818;4635789;Convencional;100
ES222250000574;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785936;4635893;Convencional;100
ES222250000575;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782820;4640320;Convencional;100
ES222250000576;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;777570;4633277;Convencional;72
ES222250000577;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778878;4631205;Convencional;100
ES222250000578;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784227;4636875;Convencional;125
ES222250000579;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;781858;4638781;Convencional;125
ES222250000580;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;780212;4637802;Convencional;90
ES222250000581;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778810;4631540;Convencional;160
ES222250000582;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783300;4639315;Convencional;92
ES222250000583;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779895;4641836;Convencional;110
ES222250000584;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784099;4636707;Convencional;190
ES222250000585;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;786043;4634013;Convencional;290
ES222250000586;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778888;4635364;Convencional;140
ES222250000587;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784345;4634805;Convencional;1700
ES222250000588;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778380;4627718;Convencional;124
ES222250000589;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783666;4636020;Convencional;132
ES222250000590;Producción y reproducción;Bóvidos;Recria de novillas;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779532;4630937;Convencional;88
ES222250000591;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;779082;4633884;;1800
ES222250000592;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;785483;4640008;;488
ES222250000593;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;783782;4636118;;180
ES222250000595;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;782219;4640051;;446
ES222250000596;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778110;4622862;;324
ES222250000598;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778301;4622822;;360
ES222250000599;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;784670;4637418;;400
ES222250000603;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Tamarite de Litera;HUESCA;TAMARITE DE LITERA;30;778251;4629052;Convencional;147
ES222260000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tardienta;HUESCA;GRAÑÉN;30;703590;4650860;Convencional;176
ES222260000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tardienta;HUESCA;GRAÑÉN;30;703655;4650918;Convencional;
ES222260000411;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Tardienta;HUESCA;GRAÑÉN;30;704942;4651090;Convencional;193
ES222260000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tardienta;HUESCA;GRAÑÉN;30;704807;4651000;Convencional;
ES222270000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;770013;4720091;Convencional;57
ES222270000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;768871;4718686;Convencional;
ES222270000609;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Tella-Sin;HUESCA;BOLTAÑA;30;759933;4720180;;40
ES222277000000;Pasto;Bóvidos;;Tella-Sin;HUESCA;BOLTAÑA;;;;Convencional;
ES222277000001;Pasto;Bóvidos;;Tella-Sin;HUESCA;BOLTAÑA;30;762412;4721029;Convencional;20
ES222277000002;Pasto;Bóvidos;;Tella-Sin;HUESCA;BOLTAÑA;30;760896;4719091;Convencional;90
ES222277000003;Pasto;Bóvidos;;Tella-Sin;HUESCA;BOLTAÑA;30;771263;4722365;Convencional;380
ES222277000004;Pasto;Bóvidos;;Tella-Sin;HUESCA;BOLTAÑA;30;771650;4722890;Convencional;350
ES222280000405;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Tierz;HUESCA;HUESCA;30;719488;4667150;;100
ES222290000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;794010;4668663;Convencional;90
ES222290000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;794218;4669036;Convencional;100
ES222290000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;794320;4668960;Convencional;100
ES222290000404;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;793848;4668645;Convencional;100
ES222290000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;793912;4668761;Convencional;90
ES222290000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;797234;4674769;Convencional;300
ES222290000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;797371;4674598;Convencional;476
ES222290000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;797710;4674881;Convencional;100
ES222290000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;794101;4669416;Convencional;90
ES222290000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Tolva;HUESCA;GRAUS;30;797402;4674748;Convencional;100
ES222300000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;736761;4723177;Convencional;
ES222300000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;734468;4721860;Convencional;
ES222300000409;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Torla;HUESCA;BOLTAÑA;30;736704;4724109;Convencional;40
